Gender,Biography,DeutscheBiographieGndId,Nationality,GndId,BirthDate,ViafId,FirstName,DeathDate,FullName,GoogleKnowledgeGraphId,Languages,Profession,Surname
0,81,223,5,,333,,49,298,89,50,1,82,62
1,57,223,5,104285613.0,82,17657852.0,45,93,83,130,1,70,166
1,169,32,9,1037552598.0,132,304946969.0,53,136,94,262,2,109,106
1,95,133,9,120754452.0,138,18061609.0,78,142,155,36,2,93,54
0,27,143,5,122711505.0,327,55036702.0,174,298,370,189,1,145,116
0,169,19,9,1023410435.0,359,3371781.0,159,298,400,262,2,123,142
1,117,223,4,1034736531.0,197,301146394.0,4,198,8,209,1,105,59
0,111,223,5,,341,,128,298,277,262,1,105,90
1,160,42,5,105011398.0,233,68967478.0,35,184,55,122,1,145,142
0,161,104,5,117213527.0,87,74623711.0,56,100,98,178,1,145,176
1,0,223,11,,54,,34,54,69,237,2,40,142
1,12,22,9,1026239230.0,211,47756022.0,100,221,203,262,1,7,142
1,76,144,5,122752546.0,118,3362409.0,54,135,96,119,1,68,142
