ViafId,GndId,FreebaseId,LibraryOfCongressAuthorityId,CommonsCategory,IsniIdentifier,IdRefId,MainCategory,NationalLibraryOfIsraelJ9uId,NlCrAutId,QuoraTopicId
159121440.0,72,14,164,104,,,93,9.870074618060051e+17,0,89
138093359.0,81,29,156,172,123085949.0,30046920.0,164,9.870072693869052e+17,102,147
150046772.0,177,240,143,216,123519372.0,,204,,0,181
145898321.0,138,182,148,18,419371397.0,26431149.0,14,9.870072980861052e+17,78,16
243856473.0,93,95,0,10,,,209,,0,7
158293165.0,49,116,140,61,107098686.0,,56,,0,73
141925602.0,55,169,37,185,94838760.0,27215806.0,181,9.870072694901052e+17,71,111
134409977.0,13,167,34,209,419369457.0,26431661.0,197,9.870072694505052e+17,10,174
126006107.0,177,195,11,43,,,38,9.870122892598052e+17,0,39
138983253.0,70,53,109,7,121693326.0,30382459.0,6,9.870074360976051e+17,0,4
125784716.0,177,106,232,211,109410864.0,,199,9.870073966296051e+17,20,177
133411557.0,104,134,71,197,122872617.0,29966477.0,149,9.870072693799052e+17,5,137
143080305.0,32,179,73,202,,27361802.0,193,9.870072694633052e+17,63,77
1.581491061695685e+20,152,152,84,19,405752412.0,134633318.0,16,9.870072632333052e+17,0,18
135493691.0,20,189,92,57,121629631.0,26432250.0,53,9.870073028609052e+17,6,52
148625294.0,156,175,80,218,,,206,9.870073078408051e+17,0,183
122185420.0,177,216,173,135,121497632.0,,124,9.870073070554052e+17,0,73
128990586.0,172,48,101,74,121684024.0,26404591.0,68,9.870072633370052e+17,0,73
138093359.0,81,29,156,172,123085949.0,30046920.0,164,9.870072693869052e+17,102,147
146264344.0,177,241,181,34,119415837.0,,31,9.870075899032051e+17,2,73
134651615.0,177,173,206,87,107411142.0,,168,9.870073115675052e+17,97,152
149719022.0,145,129,158,152,121828067.0,27924254.0,141,9.870075923276051e+17,0,129
147610271.0,69,35,24,15,419371370.0,67250823.0,12,9.870072580886052e+17,0,13
145070265.0,63,136,214,173,121769482.0,28881818.0,165,9.870072693867052e+17,139,148
138323566.0,153,51,131,127,120346082.0,,116,9.870073010915052e+17,41,108
137430799.0,31,187,124,83,121550800.0,180690493.0,74,9.870072662015052e+17,38,185
151304574.0,67,111,58,160,404019462.0,27927512.0,151,9.870075808069052e+17,23,138
2.481580706637088e+20,144,119,226,110,106864748.0,,99,9.870073129340051e+17,0,93
4.371487041595369e+20,177,241,0,87,,,209,,0,73
131698021.0,177,217,201,137,90226409.0,,209,,0,116
139238542.0,14,27,93,144,403723343.0,29401801.0,133,9.870075831269052e+17,126,121
143080305.0,32,179,73,202,,27361802.0,193,9.870072694633052e+17,63,77
168107621.0,177,235,163,68,123179814.0,,64,9.870075993597052e+17,110,73
124503080.0,71,241,187,87,121508127.0,,209,9.870075721106052e+17,42,73
157518001.0,177,225,207,98,,,209,,0,73
313138723.0,75,79,126,167,121814263.0,26430398.0,158,9.870075765020051e+17,106,143
136173993.0,131,18,179,183,119565704.0,33936056.0,179,9.870072688459052e+17,49,162
157813765.0,123,88,144,221,120976957.0,26375249.0,208,9.870073260129052e+17,0,63
122185420.0,177,216,173,135,121497632.0,,124,9.870073070554052e+17,0,73
132565078.0,102,77,153,62,417735396.0,26636514.0,57,9.870072633293052e+17,0,55
135801795.0,177,237,159,91,123044186.0,34602089.0,80,9.870076042641052e+17,0,79
146620840.0,43,123,151,87,98842169.0,,15,9.870075857799052e+17,0,17
133396889.0,177,172,61,134,122872270.0,32222998.0,123,9.870072691371052e+17,19,73
134443728.0,177,223,223,51,122888774.0,,47,,143,73
135771113.0,38,155,98,87,119557325.0,,126,9.870076036981052e+17,0,73
138334548.0,9,92,59,151,95114342.0,26430339.0,140,9.870072691210052e+17,107,128
137991167.0,121,168,39,181,,,177,9.870072691913052e+17,70,160
150695858.0,175,162,139,153,123533326.0,150194080.0,23,9.870075856587052e+17,0,26
147610271.0,69,35,24,15,419371370.0,67250823.0,12,9.870072580886052e+17,0,13
131698021.0,177,217,201,137,90226409.0,,209,,0,116
140733222.0,177,104,137,195,121714027.0,26646870.0,190,9.870072693811052e+17,105,73
150382964.0,177,115,220,87,,,209,,0,101
139058582.0,129,17,13,96,121689431.0,26418436.0,85,9.870072666190052e+17,14,73
126344972.0,94,121,236,23,121085830.0,,209,,123,27
132683760.0,105,220,60,170,121612573.0,26431939.0,161,9.870072693890052e+17,72,145
4.271456764009052e+20,40,233,49,65,120132535.0,27370208.0,61,9.870072669925052e+17,57,61
140819272.0,41,10,129,45,405461279.0,,40,9.870072635682052e+17,11,41
132501376.0,174,137,28,141,112037853.0,,128,9.870072633376051e+17,0,119
130118418.0,57,236,0,84,406325076.0,,75,9.870074542717052e+17,85,73
130118418.0,57,236,0,84,406325076.0,,75,9.870074542717052e+17,85,73
123126640.0,166,128,235,126,107196681.0,,114,9.870074564179052e+17,74,107
1.0114699717501888e+20,177,241,0,87,,,209,,0,73
143759573.0,61,118,157,108,121747048.0,26430711.0,97,9.870073102611052e+17,59,92
89586342.0,128,46,116,2,119562722.0,26461307.0,1,9.870072572137052e+17,55,0
129736338.0,26,44,90,163,406400021.0,26453177.0,154,9.870074541353052e+17,8,141
1.1881529325365098e+21,177,241,196,87,449118595.0,,209,,0,73
136078439.0,109,150,46,177,417625517.0,27891623.0,173,9.870072694815052e+17,109,157
248753693.0,56,72,161,105,406451099.0,196722233.0,92,,0,57
125490841.0,42,21,115,37,404720419.0,50612646.0,34,9.870072611327052e+17,91,34
123126640.0,166,128,235,126,107196681.0,,114,9.870074564179052e+17,74,107
129103035.0,133,80,172,166,109413213.0,34251022.0,157,9.870076043611052e+17,34,142
126523066.0,27,84,123,20,406399286.0,,17,9.870075687883052e+17,0,19
138323566.0,153,51,131,127,120346082.0,,116,9.870073010915052e+17,41,108
153568718.0,171,165,36,148,121885934.0,27706338.0,137,9.870075263845052e+17,50,125
126752257.0,48,34,146,133,121092379.0,122268415.0,122,9.870072691745052e+17,0,115
169604735.0,177,96,166,87,123430490.0,,51,9.870073501995052e+17,0,73
143076203.0,177,109,141,87,96785041.0,,209,9.870075900100051e+17,0,73
129827210.0,77,125,54,193,89145257.0,28653270.0,188,9.870074407237052e+17,0,170
158293165.0,49,116,140,61,107098686.0,,56,,0,73
134409977.0,13,167,34,209,419369457.0,26431661.0,197,9.870072694505052e+17,10,174
155567035.0,24,91,38,188,120971371.0,28041224.0,183,9.870072689946052e+17,132,165
133396889.0,177,172,61,134,122872270.0,32222998.0,123,9.870072691371052e+17,19,73
122555271.0,116,56,83,12,419369801.0,27788350.0,9,9.870073658138052e+17,118,9
144834915.0,112,8,86,169,107216013.0,,160,9.870075081370052e+17,84,144
140376164.0,98,177,100,210,122923111.0,28866665.0,198,9.870075925361052e+17,94,175
134355515.0,177,241,165,87,119563530.0,,209,9.870074381641052e+17,0,73
6.814766285956055e+19,177,241,215,87,404669510.0,,209,,0,73
134855926.0,96,122,66,71,419368649.0,27921026.0,67,9.870072651187052e+17,25,65
138229339.0,53,139,22,156,119567785.0,165624450.0,86,9.870074173873052e+17,4,132
127434267.0,117,234,52,40,119551644.0,34759182.0,35,9.870072615042052e+17,17,36
149568785.0,149,31,0,220,121167043.0,26374943.0,207,9.870076037566052e+17,0,184
159447334.0,177,98,103,22,106264689.0,,19,9.870074619542052e+17,0,73
126231312.0,177,132,147,97,406341084.0,,87,9.870075132521052e+17,0,84
155637539.0,177,142,150,13,123647403.0,33601194.0,10,9.870072577158052e+17,0,11
170430611.0,177,161,209,87,,,209,,0,73
136397742.0,80,49,202,180,104687274.0,,176,,0,159
158293165.0,49,116,140,61,107098686.0,,56,,0,73
