TimeZone,OpenStreetMapRelationId,CommonsCategory,MusicBrainzAreaId,ExecutiveBody,EncyclopediaOfChinaThirdEditionId,EncyclopdiaBritannicaOnlineId,TripAdvisorId,MuseumDigitalPlaceId,FreebaseId,LegislativeBody,INaturalistPlaceId,HeadOfGovernment,FastId,CapitalCity,CurlieId,WorldCatEntitiesId,CiNiiResearchId,FlagImage,WhosOnFirstId,Country,FipsCode,NdlAuthorityId,WorldCatIdentitiesIdSuperseded,MainCategory,GoogleNewsTopicsId,GeoNlpIdObsolete,LibraryOfCongressAuthorityId,CoatOfArmsImage,GoogleMapsCustomerId,LocatorMapImage,ViafId,GettyThesaurusOfGeographicNamesId,ReplacedBy,GeoNamesId,BabelNetId,Woeid,ArchInformLocationId,DeAgostiniId,PopulationCount,QuoraTopicId,NacsisCatAuthorId,NationalLibraryOfIsraelJ9uId,OnlinePwnEncyclopediaId,NicoNicoPediaId,MainTemplate,GndId
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
6,214885.0,6,12,6,,5,8,6814.0,1,13,8196.0,1,1212674.0,21,8,10,1.1400007918176635e+18,7,85633229.0,3,7,567032.0,0,4,9,7,18,5,,4,152376980.0,7006663.0,15,3202326.0,6,2,2297.0,7,3871833.0,5,12,9.870075550427052e+17,4169021.0,7,5,15
7,51477.0,8,14,21,184853.0,7,3,209.0,2,2,7207.0,16,1210272.0,1,10,13,,9,85633111.0,5,6,561571.0,0,6,9,13,16,6,8.496143413569249e+18,9,189116956.0,7000084.0,18,2921044.0,7,1,2979.0,7,84358845.0,7,14,9.870075597787052e+17,4169110.0,10,7,2
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
1,114686.0,11,4,3,558995.0,10,8,1028.0,13,3,6793.0,2,1211700.0,9,16,16,1.140563741765168e+18,0,85633293.0,8,12,567575.0,9,9,8,15,17,7,1.7105996014592563e+19,14,154775570.0,7005560.0,13,3996063.0,13,7,3017.0,7,124777324.0,10,5,9.870075481680051e+17,4169101.0,13,13,8
7,90689.0,15,9,13,583034.0,14,8,2568.0,7,15,8858.0,14,1205085.0,2,11,8,,16,85633745.0,14,16,569801.0,0,14,9,1,10,9,9.578962423743031e+18,18,124251001.0,1000091.0,17,798549.0,17,7,3033.0,7,19053815.0,15,14,9.870075618179052e+17,4169131.0,14,0,12
11,80500.0,2,1,0,668304.0,2,5,5000.0,14,11,6744.0,3,1204543.0,3,19,18,1.1405637417076361e+18,3,85632793.0,0,1,871911.0,4,1,3,16,7,1,6.017485995813573e+18,0,128919823.0,7000490.0,9,2077456.0,1,0,2966.0,2,26473055.0,1,6,9.870075548096051e+17,4168998.0,4,2,0
6,214885.0,6,12,6,,5,8,6814.0,1,13,8196.0,1,1212674.0,21,8,10,1.1400007918176635e+18,7,85633229.0,3,7,567032.0,0,4,9,7,18,5,,4,152376980.0,7006663.0,15,3202326.0,6,2,2297.0,7,3871833.0,5,12,9.870075550427052e+17,4169021.0,7,5,15
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
2,270056.0,5,11,20,287104.0,21,8,64.0,16,9,6903.0,13,1206073.0,0,1,2,,6,85632695.0,12,4,573772.0,0,13,4,17,11,17,,2,132441531.0,1000111.0,12,1814991.0,5,7,2977.0,7,1443497378.0,4,14,9.870075503485052e+17,4169020.0,16,0,1
2,270056.0,5,11,20,287104.0,21,8,64.0,16,9,6903.0,13,1206073.0,0,1,2,,6,85632695.0,12,4,573772.0,0,13,4,17,11,17,,2,132441531.0,1000111.0,12,1814991.0,5,7,2977.0,7,1443497378.0,4,14,9.870075503485052e+17,4169020.0,16,0,1
0,307756.0,18,18,16,395958.0,17,8,6860.0,9,7,6891.0,21,,15,6,19,1.1408452167449325e+18,19,85632231.0,17,11,573706.0,7,17,9,5,13,13,1.045865466209297e+19,20,132441370.0,7000299.0,8,1835841.0,15,7,3047.0,3,51466201.0,18,7,9.870075547915052e+17,4169076.0,19,9,18
4,382313.0,10,3,9,316109.0,9,7,276.0,3,8,6737.0,5,1204082.0,17,3,6,1.1400007916908218e+18,11,85632429.0,7,9,568158.0,0,8,0,20,1,16,1.7672817443235844e+19,11,159367111.0,1000120.0,4,1861060.0,11,4,2998.0,5,125440000.0,9,8,9.870075502402052e+17,4169061.0,17,8,6
3,304751.0,9,20,8,558647.0,8,6,24897.0,4,18,6966.0,8,1209242.0,4,2,0,,10,85632203.0,6,8,871922.0,8,7,9,12,15,18,,10,125405737.0,1000116.0,3,1643084.0,8,3,2990.0,7,275439000.0,8,14,9.870075525048051e+17,4169054.0,3,0,5
6,1311341.0,19,6,17,,18,8,2333.0,8,4,6774.0,17,1204303.0,8,13,11,1.1402822666254188e+18,12,85633129.0,18,19,571694.0,2,18,9,8,4,14,1.2028037719090831e+19,7,133609710.0,1000095.0,6,2510769.0,9,7,3043.0,9,47415750.0,19,4,9.870075525318052e+17,4169050.0,8,12,14
12,556706.0,13,13,11,553250.0,12,8,1479.0,15,10,6803.0,4,1204542.0,20,20,17,1.1405637416836063e+18,14,85633345.0,10,14,568770.0,3,11,9,3,6,8,,15,130102165.0,1000226.0,1,2186224.0,14,7,2304.0,8,5118700.0,12,9,9.870075548099052e+17,4169115.0,11,0,10
12,556706.0,13,13,11,553250.0,12,8,1479.0,15,10,6803.0,4,1204542.0,20,20,17,1.1405637416836063e+18,14,85633345.0,10,14,568770.0,3,11,9,3,6,8,,15,130102165.0,1000226.0,1,2186224.0,14,7,2304.0,8,5118700.0,12,9,9.870075548099052e+17,4169115.0,11,0,10
7,90689.0,15,9,13,583034.0,14,8,2568.0,7,15,8858.0,14,1205085.0,2,11,8,,16,85633745.0,14,16,569801.0,0,14,9,1,10,9,9.578962423743031e+18,18,124251001.0,1000091.0,17,798549.0,17,7,3033.0,7,19053815.0,15,14,9.870075618179052e+17,4169131.0,14,0,12
5,1428125.0,4,10,5,560110.0,4,0,4022.0,17,12,6712.0,9,1204310.0,11,15,5,,5,85633041.0,2,3,564831.0,0,3,5,0,5,20,,1,136600716.0,7005685.0,10,6251999.0,4,7,3002.0,4,36991981.0,3,14,9.870075525311052e+17,4169066.0,6,4,7
5,1428125.0,4,10,5,560110.0,4,0,4022.0,17,12,6712.0,9,1204310.0,11,15,5,,5,85633041.0,2,3,564831.0,0,3,5,0,5,20,,1,136600716.0,7005685.0,10,6251999.0,4,7,3002.0,4,36991981.0,3,14,9.870075525311052e+17,4169066.0,6,4,7
11,80500.0,2,1,0,668304.0,2,5,5000.0,14,11,6744.0,3,1204543.0,3,19,18,1.1405637417076361e+18,3,85632793.0,0,1,871911.0,4,1,3,16,7,1,6.017485995813573e+18,0,128919823.0,7000490.0,9,2077456.0,1,0,2966.0,2,26473055.0,1,6,9.870075548096051e+17,4168998.0,4,2,0
2,270056.0,5,11,20,287104.0,21,8,64.0,16,9,6903.0,13,1206073.0,0,1,2,,6,85632695.0,12,4,573772.0,0,13,4,17,11,17,,2,132441531.0,1000111.0,12,1814991.0,5,7,2977.0,7,1443497378.0,4,14,9.870075503485052e+17,4169020.0,16,0,1
1,114686.0,11,4,3,558995.0,10,8,1028.0,13,3,6793.0,2,1211700.0,9,16,16,1.140563741765168e+18,0,85633293.0,8,12,567575.0,9,9,8,15,17,7,1.7105996014592563e+19,14,154775570.0,7005560.0,13,3996063.0,13,7,3017.0,7,124777324.0,10,5,9.870075481680051e+17,4169101.0,13,13,8
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
1,114686.0,11,4,3,558995.0,10,8,1028.0,13,3,6793.0,2,1211700.0,9,16,16,1.140563741765168e+18,0,85633293.0,8,12,567575.0,9,9,8,15,17,7,1.7105996014592563e+19,14,154775570.0,7005560.0,13,3996063.0,13,7,3017.0,7,124777324.0,10,5,9.870075481680051e+17,4169101.0,13,13,8
1,114686.0,11,4,3,558995.0,10,8,1028.0,13,3,6793.0,2,1211700.0,9,16,16,1.140563741765168e+18,0,85633293.0,8,12,567575.0,9,9,8,15,17,7,1.7105996014592563e+19,14,154775570.0,7005560.0,13,3996063.0,13,7,3017.0,7,124777324.0,10,5,9.870075481680051e+17,4169101.0,13,13,8
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
3,304751.0,9,20,8,558647.0,8,6,24897.0,4,18,6966.0,8,1209242.0,4,2,0,,10,85632203.0,6,8,871922.0,8,7,9,12,15,18,,10,125405737.0,1000116.0,3,1643084.0,8,3,2990.0,7,275439000.0,8,14,9.870075525048051e+17,4169054.0,3,0,5
5,1428125.0,4,10,5,560110.0,4,0,4022.0,17,12,6712.0,9,1204310.0,11,15,5,,5,85633041.0,2,3,564831.0,0,3,5,0,5,20,,1,136600716.0,7005685.0,10,6251999.0,4,7,3002.0,4,36991981.0,3,14,9.870075525311052e+17,4169066.0,6,4,7
2,270056.0,5,11,20,287104.0,21,8,64.0,16,9,6903.0,13,1206073.0,0,1,2,,6,85632695.0,12,4,573772.0,0,13,4,17,11,17,,2,132441531.0,1000111.0,12,1814991.0,5,7,2977.0,7,1443497378.0,4,14,9.870075503485052e+17,4169020.0,16,0,1
5,1428125.0,4,10,5,560110.0,4,0,4022.0,17,12,6712.0,9,1204310.0,11,15,5,,5,85633041.0,2,3,564831.0,0,3,5,0,5,20,,1,136600716.0,7005685.0,10,6251999.0,4,7,3002.0,4,36991981.0,3,14,9.870075525311052e+17,4169066.0,6,4,7
11,80500.0,2,1,0,668304.0,2,5,5000.0,14,11,6744.0,3,1204543.0,3,19,18,1.1405637417076361e+18,3,85632793.0,0,1,871911.0,4,1,3,16,7,1,6.017485995813573e+18,0,128919823.0,7000490.0,9,2077456.0,1,0,2966.0,2,26473055.0,1,6,9.870075548096051e+17,4168998.0,4,2,0
4,382313.0,10,3,9,316109.0,9,7,276.0,3,8,6737.0,5,1204082.0,17,3,6,1.1400007916908218e+18,11,85632429.0,7,9,568158.0,0,8,0,20,1,16,1.7672817443235844e+19,11,159367111.0,1000120.0,4,1861060.0,11,4,2998.0,5,125440000.0,9,8,9.870075502402052e+17,4169061.0,17,8,6
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
11,80500.0,2,1,0,668304.0,2,5,5000.0,14,11,6744.0,3,1204543.0,3,19,18,1.1405637417076361e+18,3,85632793.0,0,1,871911.0,4,1,3,16,7,1,6.017485995813573e+18,0,128919823.0,7000490.0,9,2077456.0,1,0,2966.0,2,26473055.0,1,6,9.870075548096051e+17,4168998.0,4,2,0
12,556706.0,13,13,11,553250.0,12,8,1479.0,15,10,6803.0,4,1204542.0,20,20,17,1.1405637416836063e+18,14,85633345.0,10,14,568770.0,3,11,9,3,6,8,,15,130102165.0,1000226.0,1,2186224.0,14,7,2304.0,8,5118700.0,12,9,9.870075548099052e+17,4169115.0,11,0,10
4,382313.0,10,3,9,316109.0,9,7,276.0,3,8,6737.0,5,1204082.0,17,3,6,1.1400007916908218e+18,11,85632429.0,7,9,568158.0,0,8,0,20,1,16,1.7672817443235844e+19,11,159367111.0,1000120.0,4,1861060.0,11,4,2998.0,5,125440000.0,9,8,9.870075502402052e+17,4169061.0,17,8,6
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
7,51477.0,8,14,21,184853.0,7,3,209.0,2,2,7207.0,16,1210272.0,1,10,13,,9,85633111.0,5,6,561571.0,0,6,9,13,16,6,8.496143413569249e+18,9,189116956.0,7000084.0,18,2921044.0,7,1,2979.0,7,84358845.0,7,14,9.870075597787052e+17,4169110.0,10,7,2
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
1,114686.0,11,4,3,558995.0,10,8,1028.0,13,3,6793.0,2,1211700.0,9,16,16,1.140563741765168e+18,0,85633293.0,8,12,567575.0,9,9,8,15,17,7,1.7105996014592563e+19,14,154775570.0,7005560.0,13,3996063.0,13,7,3017.0,7,124777324.0,10,5,9.870075481680051e+17,4169101.0,13,13,8
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
0,307756.0,18,18,16,395958.0,17,8,6860.0,9,7,6891.0,21,,15,6,19,1.1408452167449325e+18,19,85632231.0,17,11,573706.0,7,17,9,5,13,13,1.045865466209297e+19,20,132441370.0,7000299.0,8,1835841.0,15,7,3047.0,3,51466201.0,18,7,9.870075547915052e+17,4169076.0,19,9,18
13,62149.0,20,16,19,,19,1,54467.0,11,16,6857.0,19,1204623.0,7,14,3,1.1405637416220617e+18,20,85633159.0,19,20,871900.0,0,19,2,14,8,19,1.4193270436129153e+19,8,127756949.0,7008591.0,16,2635167.0,3,5,8463.0,6,67326569.0,20,0,9.870075549520051e+17,4169177.0,2,6,4
6,214885.0,6,12,6,,5,8,6814.0,1,13,8196.0,1,1212674.0,21,8,10,1.1400007918176635e+18,7,85633229.0,3,7,567032.0,0,4,9,7,18,5,,4,152376980.0,7006663.0,15,3202326.0,6,2,2297.0,7,3871833.0,5,12,9.870075550427052e+17,4169021.0,7,5,15
3,304751.0,9,20,8,558647.0,8,6,24897.0,4,18,6966.0,8,1209242.0,4,2,0,,10,85632203.0,6,8,871922.0,8,7,9,12,15,18,,10,125405737.0,1000116.0,3,1643084.0,8,3,2990.0,7,275439000.0,8,14,9.870075525048051e+17,4169054.0,3,0,5
2,270056.0,5,11,20,287104.0,21,8,64.0,16,9,6903.0,13,1206073.0,0,1,2,,6,85632695.0,12,4,573772.0,0,13,4,17,11,17,,2,132441531.0,1000111.0,12,1814991.0,5,7,2977.0,7,1443497378.0,4,14,9.870075503485052e+17,4169020.0,16,0,1
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
6,214885.0,6,12,6,,5,8,6814.0,1,13,8196.0,1,1212674.0,21,8,10,1.1400007918176635e+18,7,85633229.0,3,7,567032.0,0,4,9,7,18,5,,4,152376980.0,7006663.0,15,3202326.0,6,2,2297.0,7,3871833.0,5,12,9.870075550427052e+17,4169021.0,7,5,15
11,80500.0,2,1,0,668304.0,2,5,5000.0,14,11,6744.0,3,1204543.0,3,19,18,1.1405637417076361e+18,3,85632793.0,0,1,871911.0,4,1,3,16,7,1,6.017485995813573e+18,0,128919823.0,7000490.0,9,2077456.0,1,0,2966.0,2,26473055.0,1,6,9.870075548096051e+17,4168998.0,4,2,0
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
7,90689.0,15,9,13,583034.0,14,8,2568.0,7,15,8858.0,14,1205085.0,2,11,8,,16,85633745.0,14,16,569801.0,0,14,9,1,10,9,9.578962423743031e+18,18,124251001.0,1000091.0,17,798549.0,17,7,3033.0,7,19053815.0,15,14,9.870075618179052e+17,4169131.0,14,0,12
12,556706.0,13,13,11,553250.0,12,8,1479.0,15,10,6803.0,4,1204542.0,20,20,17,1.1405637416836063e+18,14,85633345.0,10,14,568770.0,3,11,9,3,6,8,,15,130102165.0,1000226.0,1,2186224.0,14,7,2304.0,8,5118700.0,12,9,9.870075548099052e+17,4169115.0,11,0,10
1,114686.0,11,4,3,558995.0,10,8,1028.0,13,3,6793.0,2,1211700.0,9,16,16,1.140563741765168e+18,0,85633293.0,8,12,567575.0,9,9,8,15,17,7,1.7105996014592563e+19,14,154775570.0,7005560.0,13,3996063.0,13,7,3017.0,7,124777324.0,10,5,9.870075481680051e+17,4169101.0,13,13,8
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
11,80500.0,2,1,0,668304.0,2,5,5000.0,14,11,6744.0,3,1204543.0,3,19,18,1.1405637417076361e+18,3,85632793.0,0,1,871911.0,4,1,3,16,7,1,6.017485995813573e+18,0,128919823.0,7000490.0,9,2077456.0,1,0,2966.0,2,26473055.0,1,6,9.870075548096051e+17,4168998.0,4,2,0
1,114686.0,11,4,3,558995.0,10,8,1028.0,13,3,6793.0,2,1211700.0,9,16,16,1.140563741765168e+18,0,85633293.0,8,12,567575.0,9,9,8,15,17,7,1.7105996014592563e+19,14,154775570.0,7005560.0,13,3996063.0,13,7,3017.0,7,124777324.0,10,5,9.870075481680051e+17,4169101.0,13,13,8
13,62149.0,20,16,19,,19,1,54467.0,11,16,6857.0,19,1204623.0,7,14,3,1.1405637416220617e+18,20,85633159.0,19,20,871900.0,0,19,2,14,8,19,1.4193270436129153e+19,8,127756949.0,7008591.0,16,2635167.0,3,5,8463.0,6,67326569.0,20,0,9.870075549520051e+17,4169177.0,2,6,4
6,214885.0,6,12,6,,5,8,6814.0,1,13,8196.0,1,1212674.0,21,8,10,1.1400007918176635e+18,7,85633229.0,3,7,567032.0,0,4,9,7,18,5,,4,152376980.0,7006663.0,15,3202326.0,6,2,2297.0,7,3871833.0,5,12,9.870075550427052e+17,4169021.0,7,5,15
12,556706.0,13,13,11,553250.0,12,8,1479.0,15,10,6803.0,4,1204542.0,20,20,17,1.1405637416836063e+18,14,85633345.0,10,14,568770.0,3,11,9,3,6,8,,15,130102165.0,1000226.0,1,2186224.0,14,7,2304.0,8,5118700.0,12,9,9.870075548099052e+17,4169115.0,11,0,10
1,114686.0,11,4,3,558995.0,10,8,1028.0,13,3,6793.0,2,1211700.0,9,16,16,1.140563741765168e+18,0,85633293.0,8,12,567575.0,9,9,8,15,17,7,1.7105996014592563e+19,14,154775570.0,7005560.0,13,3996063.0,13,7,3017.0,7,124777324.0,10,5,9.870075481680051e+17,4169101.0,13,13,8
0,307756.0,18,18,16,395958.0,17,8,6860.0,9,7,6891.0,21,,15,6,19,1.1408452167449325e+18,19,85632231.0,17,11,573706.0,7,17,9,5,13,13,1.045865466209297e+19,20,132441370.0,7000299.0,8,1835841.0,15,7,3047.0,3,51466201.0,18,7,9.870075547915052e+17,4169076.0,19,9,18
3,304751.0,9,20,8,558647.0,8,6,24897.0,4,18,6966.0,8,1209242.0,4,2,0,,10,85632203.0,6,8,871922.0,8,7,9,12,15,18,,10,125405737.0,1000116.0,3,1643084.0,8,3,2990.0,7,275439000.0,8,14,9.870075525048051e+17,4169054.0,3,0,5
0,307756.0,18,18,16,395958.0,17,8,6860.0,9,7,6891.0,21,,15,6,19,1.1408452167449325e+18,19,85632231.0,17,11,573706.0,7,17,9,5,13,13,1.045865466209297e+19,20,132441370.0,7000299.0,8,1835841.0,15,7,3047.0,3,51466201.0,18,7,9.870075547915052e+17,4169076.0,19,9,18
12,556706.0,13,13,11,553250.0,12,8,1479.0,15,10,6803.0,4,1204542.0,20,20,17,1.1405637416836063e+18,14,85633345.0,10,14,568770.0,3,11,9,3,6,8,,15,130102165.0,1000226.0,1,2186224.0,14,7,2304.0,8,5118700.0,12,9,9.870075548099052e+17,4169115.0,11,0,10
6,214885.0,6,12,6,,5,8,6814.0,1,13,8196.0,1,1212674.0,21,8,10,1.1400007918176635e+18,7,85633229.0,3,7,567032.0,0,4,9,7,18,5,,4,152376980.0,7006663.0,15,3202326.0,6,2,2297.0,7,3871833.0,5,12,9.870075550427052e+17,4169021.0,7,5,15
7,51477.0,8,14,21,184853.0,7,3,209.0,2,2,7207.0,16,1210272.0,1,10,13,,9,85633111.0,5,6,561571.0,0,6,9,13,16,6,8.496143413569249e+18,9,189116956.0,7000084.0,18,2921044.0,7,1,2979.0,7,84358845.0,7,14,9.870075597787052e+17,4169110.0,10,7,2
10,192734.0,14,5,12,389236.0,13,8,23772.0,5,20,8432.0,11,1214151.0,14,5,19,1.1400007916279935e+18,15,85632639.0,11,10,573707.0,10,12,1,18,20,12,4.182585234314594e+18,17,142577143.0,1000122.0,11,1873107.0,19,7,3022.0,7,25490965.0,14,10,9.870075668390052e+17,4169077.0,18,0,16
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
4,382313.0,10,3,9,316109.0,9,7,276.0,3,8,6737.0,5,1204082.0,17,3,6,1.1400007916908218e+18,11,85632429.0,7,9,568158.0,0,8,0,20,1,16,1.7672817443235844e+19,11,159367111.0,1000120.0,4,1861060.0,11,4,2998.0,5,125440000.0,9,8,9.870075502402052e+17,4169061.0,17,8,6
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
1,114686.0,11,4,3,558995.0,10,8,1028.0,13,3,6793.0,2,1211700.0,9,16,16,1.140563741765168e+18,0,85633293.0,8,12,567575.0,9,9,8,15,17,7,1.7105996014592563e+19,14,154775570.0,7005560.0,13,3996063.0,13,7,3017.0,7,124777324.0,10,5,9.870075481680051e+17,4169101.0,13,13,8
7,90689.0,15,9,13,583034.0,14,8,2568.0,7,15,8858.0,14,1205085.0,2,11,8,,16,85633745.0,14,16,569801.0,0,14,9,1,10,9,9.578962423743031e+18,18,124251001.0,1000091.0,17,798549.0,17,7,3033.0,7,19053815.0,15,14,9.870075618179052e+17,4169131.0,14,0,12
11,80500.0,2,1,0,668304.0,2,5,5000.0,14,11,6744.0,3,1204543.0,3,19,18,1.1405637417076361e+18,3,85632793.0,0,1,871911.0,4,1,3,16,7,1,6.017485995813573e+18,0,128919823.0,7000490.0,9,2077456.0,1,0,2966.0,2,26473055.0,1,6,9.870075548096051e+17,4168998.0,4,2,0
11,80500.0,2,1,0,668304.0,2,5,5000.0,14,11,6744.0,3,1204543.0,3,19,18,1.1405637417076361e+18,3,85632793.0,0,1,871911.0,4,1,3,16,7,1,6.017485995813573e+18,0,128919823.0,7000490.0,9,2077456.0,1,0,2966.0,2,26473055.0,1,6,9.870075548096051e+17,4168998.0,4,2,0
15,148838.0,21,7,2,560595.0,20,4,2312.0,12,21,1.0,7,1204155.0,19,17,14,1.1402822667440493e+18,21,85633793.0,20,21,871907.0,1,20,7,19,2,15,2.034423694542944e+18,21,130168302.0,7012149.0,2,6252001.0,0,6,3058.0,10,331449281.0,21,2,9.870072691397052e+17,4169149.0,1,14,19
6,16239.0,3,19,1,381469.0,3,8,236.0,19,1,8057.0,10,1204901.0,18,7,15,1.1400007918630191e+18,4,85632785.0,1,2,568970.0,5,2,9,2,9,4,,3,148842731.0,1000062.0,0,2782113.0,2,7,3025.0,7,8979894.0,2,3,9.870075596513052e+17,4168999.0,5,3,11
7,90689.0,15,9,13,583034.0,14,8,2568.0,7,15,8858.0,14,1205085.0,2,11,8,,16,85633745.0,14,16,569801.0,0,14,9,1,10,9,9.578962423743031e+18,18,124251001.0,1000091.0,17,798549.0,17,7,3033.0,7,19053815.0,15,14,9.870075618179052e+17,4169131.0,14,0,12
4,382313.0,10,3,9,316109.0,9,7,276.0,3,8,6737.0,5,1204082.0,17,3,6,1.1400007916908218e+18,11,85632429.0,7,9,568158.0,0,8,0,20,1,16,1.7672817443235844e+19,11,159367111.0,1000120.0,4,1861060.0,11,4,2998.0,5,125440000.0,9,8,9.870075502402052e+17,4169061.0,17,8,6
11,80500.0,2,1,0,668304.0,2,5,5000.0,14,11,6744.0,3,1204543.0,3,19,18,1.1405637417076361e+18,3,85632793.0,0,1,871911.0,4,1,3,16,7,1,6.017485995813573e+18,0,128919823.0,7000490.0,9,2077456.0,1,0,2966.0,2,26473055.0,1,6,9.870075548096051e+17,4168998.0,4,2,0
