Gender,ViafId,FirstName,Profession,Biography,Languages,BirthDate,Birthplace
1,,438,185,1538,8,1947,680
1,316736513.0,190,206,955,8,431,664
1,90227168.0,512,30,238,13,666,183
1,90204932.0,213,151,689,8,1013,494
1,24989441.0,485,206,959,8,458,680
1,,187,38,293,8,1750,542
0,,429,132,617,8,2221,404
1,43749171.0,429,8,1296,13,1596,680
1,47560411.0,18,30,228,8,519,278
1,,271,38,530,8,1962,576
1,88894398.0,276,88,1296,13,92,642
0,90238361.0,10,13,195,8,1969,262
1,,281,38,265,8,1301,680
1,,365,136,1296,13,358,680
1,,172,151,705,13,2199,326
1,36446057.0,286,199,911,19,1534,501
1,,281,146,670,8,371,71
1,95732757.0,73,183,750,13,2226,443
1,66737187.0,224,183,107,6,167,7
1,,94,183,822,8,1378,680
1,165929772.0,281,1,1085,8,1979,680
1,49315437.0,135,28,218,8,392,63
1,76059.0,540,151,1390,8,1611,556
1,66513664.0,365,273,1262,8,1294,249
1,56672363.0,364,273,1245,8,396,680
1,90327033.0,100,151,1397,8,1717,556
1,118901632.0,244,261,141,8,1658,417
1,,215,8,1296,13,2226,680
1,64811431.0,75,30,225,13,151,556
0,75392657.0,43,108,554,8,2192,71
1,6.1155563969513e+19,517,254,1203,8,1665,680
1,40532178.0,87,13,1417,7,1603,296
1,5012547.0,54,206,735,8,816,680
1,,38,38,288,8,1645,680
1,36852480.0,281,206,1062,8,1513,682
1,,2,216,1532,13,718,384
1,,355,206,1289,8,550,680
1,50494587.0,260,273,1262,8,1853,680
1,,281,8,1538,8,1654,488
1,,204,206,964,8,498,680
1,27440023.0,281,143,660,8,1351,23
1,,292,250,414,8,2032,402
0,,278,8,1296,13,275,442
1,,206,38,278,8,1535,665
1,,300,8,1296,13,461,700
1,16219160.0,175,255,1209,8,1547,473
1,,444,159,1296,13,1443,325
1,,33,206,1009,8,1067,158
1,117225424.0,529,90,431,8,2136,519
1,,33,206,1296,8,1486,697
1,,429,13,163,8,2226,442
1,,18,8,1296,13,314,680
1,,429,206,113,6,341,442
1,89640775.0,555,88,1296,13,403,605
1,37842038.0,271,40,307,8,405,732
0,243582173.0,384,30,223,8,2196,533
1,233472501.0,280,29,221,13,63,680
0,,216,52,1296,13,864,597
1,,355,8,1538,8,1791,680
1,79245790.0,281,210,129,8,127,680
1,,340,68,1461,13,1382,680
1,26929140.0,245,183,801,8,1016,119
1,,235,264,1231,13,2226,384
1,5058110.0,94,206,948,8,616,235
1,223122487.0,271,198,1296,13,48,712
1,98277938.0,88,273,1271,8,1709,675
1,8.340159478061429e+21,206,206,960,8,475,264
1,,61,13,163,13,981,115
1,12322687.0,94,119,1106,8,1786,694
1,170650779.0,429,1,1296,13,2226,442
1,38069914.0,463,98,313,8,1728,680
1,61545609.0,281,263,1256,8,1857,9
1,5305327.0,193,119,568,6,875,440
1,,204,8,1296,13,47,88
1,90195037.0,509,236,143,8,2101,400
1,,470,8,1538,8,1945,502
1,90390190.0,206,151,706,8,639,232
1,,94,159,1296,13,990,307
1,32879111.0,219,183,828,8,1524,659
1,,421,250,412,8,1429,680
1,,365,38,282,8,1556,146
1,,94,130,601,8,2117,140
1,5089325.0,563,90,424,8,2176,411
1,4.9715947404812766e+20,271,51,1454,13,1574,119
1,,408,206,966,8,533,596
1,297846907.0,195,206,542,8,457,697
1,115742043.0,222,159,203,8,1516,274
1,8739469.0,517,265,1396,8,1638,389
1,12323841.0,292,203,1251,8,1297,680
1,68941655.0,268,143,666,8,2155,680
1,,429,206,40,13,1439,666
1,48821088.0,271,199,913,8,488,208
1,248377522.0,209,136,1374,8,939,680
1,,501,8,1296,8,1327,303
1,50004347.0,268,95,440,13,871,492
1,204651658.0,463,265,1296,8,1115,392
1,,541,76,393,8,1827,465
0,98215959.0,3,3,1302,5,2008,631
1,1.261550428504724e+20,105,273,1248,8,577,398
1,,429,30,236,13,973,680
1,304917735.0,468,206,542,13,267,126
1,13164156.0,273,206,1043,8,362,680
1,69001044.0,54,140,655,8,818,384
1,76304600.0,481,95,440,13,1093,19
1,7306338.0,175,183,782,13,793,680
1,39373321.0,50,132,97,6,296,45
1,252533556.0,281,183,789,13,903,36
0,100759377.0,390,263,1296,8,1642,680
1,103985955.0,193,209,1092,8,1135,71
1,,429,157,1296,13,2226,255
1,,206,196,896,8,837,231
1,254358150.0,172,206,985,8,748,573
1,,61,13,166,13,1102,435
1,89176401.0,94,274,1279,13,418,36
0,,391,244,1178,8,2107,53
1,86926156.0,303,1,1094,13,137,609
1,120542905.0,9,208,151,8,1304,680
0,169391878.0,422,244,1180,8,1975,238
1,,271,51,333,13,239,53
1,,271,183,1296,13,106,680
1,,561,206,948,8,1408,357
1,,53,206,1296,8,1900,466
1,7424736.0,509,90,424,8,1984,680
1,,328,38,71,20,1890,368
1,94116942.0,355,48,1146,8,984,71
1,62360273.0,280,185,1296,8,1565,680
1,,281,216,1531,13,455,36
1,304913403.0,128,206,1296,13,281,680
1,,561,38,270,8,1374,680
1,76321177.0,409,1,64,8,1587,178
1,,94,50,1100,8,2226,680
1,30344497.0,151,13,186,8,1058,556
1,38524299.0,537,87,42,13,2074,239
1,,196,206,1296,13,147,680
1,96672104.0,365,183,811,13,1255,680
1,,429,8,1366,13,333,680
1,9.553157100640173e+21,481,95,446,8,970,146
1,96084058.0,461,241,249,8,2159,680
1,282768885.0,505,76,388,8,835,235
1,305592926.0,546,30,223,13,1413,516
1,,280,76,1450,13,915,700
1,22271665.0,18,132,618,8,1343,302
1,,365,38,533,8,2005,680
1,52488142.0,453,183,765,8,366,75
1,,179,206,1514,13,115,680
1,18764728.0,79,132,608,13,2044,680
1,307357512.0,355,206,948,8,711,430
1,59356928.0,463,183,769,13,485,615
1,62765436.0,424,206,979,8,693,537
1,,281,206,1296,13,318,573
1,1.641620605006514e+20,33,255,1296,8,1148,333
1,1.4651554113222088e+21,94,76,386,13,1175,442
1,,365,55,315,8,1808,435
1,8171409.0,73,184,121,13,684,680
1,,231,203,1296,13,105,146
1,22940550.0,242,159,543,8,471,277
1,,14,19,320,13,1159,668
1,1.1341491983589748e+21,219,255,1540,8,331,203
1,,18,206,1067,13,717,442
1,90361654.0,292,59,360,8,1813,14
1,56809503.0,303,76,404,13,214,680
1,5.207159477942228e+21,220,206,1016,8,1190,247
1,24132528.0,215,206,948,8,2121,724
1,,429,136,1296,13,114,416
1,90209261.0,175,199,687,8,1001,444
1,,463,119,583,8,1162,217
1,186906100.0,357,196,1283,13,722,472
1,,54,39,1296,8,1348,231
1,,219,38,286,8,1613,577
1,90298859.0,365,206,948,8,638,643
1,37076531.0,409,245,1184,8,2109,384
1,,271,206,1518,8,784,277
1,73925733.0,281,151,680,8,1004,647
1,,260,168,725,8,2211,680
1,,94,248,1296,13,706,146
1,90354065.0,268,73,382,8,1974,394
0,,101,206,1036,8,2128,680
1,309668656.0,564,109,1483,8,803,428
1,246768008.0,509,183,846,8,2093,680
1,,423,37,260,8,1493,54
1,19791309.0,291,158,542,8,410,649
1,,303,206,19,8,844,680
1,84879406.0,54,213,1115,8,849,333
1,295153080.0,245,183,749,13,10,680
1,,475,159,1296,13,466,172
1,307328221.0,94,206,956,8,436,680
1,45220992.0,429,87,1506,13,1512,680
1,121778831.0,429,140,1490,13,1672,390
1,,523,42,1296,8,2016,634
1,57529279.0,28,30,224,13,79,159
1,,281,206,1296,13,148,680
1,7.685159477812728e+21,94,8,1296,13,646,16
1,3.631446477060508e+20,428,132,602,8,1372,326
1,,485,38,299,8,1937,677
1,,555,231,1139,8,1716,680
1,96350467.0,219,241,1152,13,112,135
1,,21,8,1538,8,1889,680
1,89168997.0,209,206,162,8,429,570
1,,169,206,1526,8,923,440
1,90371857.0,115,206,992,8,812,85
1,250721865.0,312,183,1313,3,40,295
1,161503929.0,186,261,1296,13,1687,442
1,100206055.0,281,223,1296,8,139,461
1,3.1815528492368704e+20,281,8,1436,8,587,680
1,17239960.0,478,206,1255,8,1831,556
1,,175,38,266,8,1326,680
1,,193,248,1273,8,817,51
1,,429,8,1296,13,225,187
1,,507,8,1538,8,1893,715
1,,271,30,223,13,153,293
1,,281,183,1451,13,1128,680
1,1.285150869793922e+21,526,8,1296,13,1181,739
1,,361,103,1199,13,1257,272
1,,320,238,1143,8,2080,389
1,,281,185,1538,8,1871,680
1,29540305.0,172,132,1245,8,1044,700
1,,271,30,1296,13,129,680
1,39401540.0,115,206,1274,8,454,680
1,14764487.0,268,203,159,8,2014,680
1,,94,95,1336,13,65,475
1,13210151.0,561,30,1296,8,1398,680
1,,449,38,505,8,1564,323
1,316667360.0,158,206,948,8,949,680
1,7381982.0,18,30,441,13,180,722
1,,429,30,1422,13,2226,680
1,34603646.0,219,69,628,8,1879,536
1,84190865.0,487,133,641,8,1898,264
1,4187297.0,54,95,1387,8,1467,254
1,,409,159,1296,13,100,680
1,,340,171,1296,13,513,723
1,7.483153411850042e+21,135,59,423,13,255,178
0,,109,244,1181,8,2225,680
1,,94,8,1538,8,1869,555
1,163137025.0,158,100,130,13,1989,713
1,12680278.0,53,258,1296,8,728,637
1,,281,206,949,13,213,146
1,1.414519283947041e+19,545,44,1342,13,740,21
1,9.80714929626098e+21,219,151,1352,8,170,203
1,74958984.0,461,183,249,8,2003,225
1,,240,98,1296,8,1553,680
0,,39,206,948,8,1815,680
1,,59,13,173,8,1350,587
1,,193,206,1005,8,964,639
1,,38,206,1037,8,2168,136
1,,170,8,1411,13,2131,526
1,1.6214464765401668e+20,523,183,1296,13,349,615
1,,463,136,1296,13,248,109
0,149582201.0,347,13,187,13,1418,680
1,88893624.0,251,119,570,8,277,680
1,,429,8,1296,13,2226,680
1,,115,98,1296,13,1017,235
1,1.2201476658063606e+21,162,102,1303,16,2091,282
1,,2,132,611,8,1802,525
1,,242,206,1514,13,31,680
1,49553361.0,81,203,940,8,469,289
1,222461859.0,18,264,1228,8,1446,680
1,27053381.0,94,274,731,13,536,679
1,64753091.0,222,181,746,13,417,235
1,,212,105,179,8,2069,680
1,307395429.0,281,198,1296,8,1447,445
1,,351,206,948,8,650,362
1,,546,13,170,13,1256,75
0,51963895.0,387,33,72,6,98,472
1,89112890.0,553,206,951,8,364,187
1,202687431.0,175,188,873,8,1051,494
0,1.151455417314966e+20,243,265,53,13,2010,438
1,90233129.0,281,58,1296,13,181,680
1,54929516.0,67,255,1296,6,108,472
1,,219,185,1296,13,1946,680
1,14898965.0,94,30,229,8,596,680
1,56784561.0,403,105,486,8,1785,356
1,90367236.0,389,241,1172,8,2019,442
1,316435365.0,555,187,436,8,581,355
1,,522,206,965,8,509,398
1,,73,206,948,8,749,134
1,202175224.0,429,44,1296,13,1913,680
1,,268,38,536,8,2139,675
1,,352,98,1296,13,1037,680
1,,153,38,519,8,1736,680
0,,41,8,875,13,904,680
1,15105670.0,94,273,1261,8,662,594
1,42100261.0,355,192,140,8,1884,680
1,,518,241,1153,13,142,380
1,54101602.0,506,95,449,8,1540,524
1,,219,8,1296,13,189,680
1,20697139.0,389,258,1296,13,1846,680
1,,271,206,1515,8,477,615
1,,344,250,327,13,1450,680
1,25489276.0,538,69,881,8,567,196
0,90229816.0,433,233,1140,8,659,680
1,4966477.0,365,205,947,8,2169,680
1,,94,206,980,8,688,378
1,,206,13,175,8,1362,384
1,11054854.0,54,156,223,13,74,680
1,59075356.0,209,143,662,8,1243,197
1,13119655.0,292,203,941,8,1661,680
1,96397963.0,543,183,795,13,960,233
1,,365,8,1296,13,379,588
1,305115032.0,281,15,205,8,1585,115
1,8528476.0,94,183,748,8,1074,680
1,,429,189,66,23,2222,442
1,,509,250,1296,8,1911,253
1,,429,8,1296,13,2226,693
1,25383921.0,268,95,440,13,398,148
1,47049360.0,449,206,1069,8,1755,17
1,,479,183,249,13,1647,680
1,63063329.0,444,95,455,8,953,495
0,100185051.0,388,192,653,8,1646,146
1,89860256.0,219,96,84,8,1903,398
1,,561,62,373,13,934,680
1,49217011.0,268,3,142,5,1498,680
1,308276306.0,281,206,1060,8,839,565
1,33008467.0,268,66,451,8,2022,680
0,,429,177,1296,13,956,680
1,6.851510020965304e+20,365,223,1129,8,1867,162
1,50031976.0,396,209,1296,9,2226,442
0,,381,177,745,13,651,680
1,,291,38,289,8,1718,73
1,169356068.0,281,76,397,7,544,680
1,89353678.0,18,1,222,13,600,71
1,,140,206,1033,8,2006,589
1,79072124.0,355,273,1262,8,2031,680
1,56529974.0,362,13,176,8,1470,658
1,49984138.0,158,206,1022,8,1397,341
1,,341,183,1296,13,771,680
1,37840410.0,18,183,808,8,1197,680
1,90323294.0,281,51,329,8,788,442
0,23420875.0,558,273,1245,8,1629,697
1,1673.0,97,194,622,8,819,341
1,70260488.0,268,119,568,8,1771,680
1,,226,214,125,13,2226,104
1,,365,250,413,8,1412,460
1,,268,256,1210,8,2024,675
1,17585887.0,281,261,1296,13,222,637
1,,13,1,1315,13,2226,132
1,,365,206,1063,8,1448,680
1,74661103.0,94,203,931,8,1859,384
1,71240417.0,158,241,1174,8,1139,680
0,,394,8,6,13,309,561
1,1133990.0,61,119,568,8,1361,350
1,32376467.0,281,119,581,13,1277,680
1,,126,38,262,8,2206,680
1,74119816.0,281,84,1472,13,723,695
1,316738044.0,27,98,469,13,733,445
1,,54,38,500,8,1463,697
1,27313791.0,499,76,351,13,168,435
1,17603445.0,169,136,1439,13,714,509
1,33091681.0,281,241,1163,8,1042,27
1,4.611552847988871e+20,249,206,1516,8,452,134
1,3.081594743079277e+20,429,217,1122,13,1228,259
1,19595183.0,88,146,669,8,1790,235
1,195582382.0,271,206,1070,8,572,113
1,90342595.0,73,141,656,8,1334,467
1,3.641492943643805e+20,281,265,1432,8,316,680
1,197172183.0,429,265,1296,13,805,600
1,3.533154387308731e+21,94,206,996,8,832,398
1,,94,258,931,13,807,680
1,,389,183,1502,13,1239,680
1,,269,35,1190,13,1229,680
0,,429,8,27,13,46,697
1,54136965.0,287,119,568,13,402,573
1,,115,38,525,8,1821,680
1,316450406.0,91,206,1014,8,1200,290
1,12577939.0,379,183,792,8,935,680
1,9.018155566448211e+21,139,95,440,8,1270,656
1,,357,158,1498,14,330,440
1,5305890.0,365,120,590,8,664,448
1,57361396.0,271,76,404,8,854,473
1,25400268.0,281,206,948,8,554,701
1,,94,38,1296,13,1373,697
1,,561,158,742,13,150,680
1,8.68114766584416e+21,475,59,355,8,649,621
1,66133678.0,150,199,920,8,2048,393
1,,281,151,683,8,697,243
1,,142,22,1296,13,1530,680
1,,152,8,1538,8,1924,401
1,8595563.0,378,183,1504,8,1417,484
1,,204,206,989,8,781,298
1,160467087.0,175,26,215,8,2210,495
1,,475,183,1296,13,1725,556
1,,151,206,1514,8,573,259
1,39366738.0,281,206,982,8,712,696
1,24688130.0,513,239,1407,8,2059,556
1,310709681.0,461,76,386,8,1668,680
1,87365746.0,555,76,1296,13,702,576
1,,186,183,776,13,714,680
1,17297476.0,399,141,656,8,1164,324
1,90373069.0,206,183,772,13,682,680
1,,219,183,1508,13,1066,697
1,,389,38,518,8,1721,616
0,220790336.0,363,32,1311,6,88,680
1,3230902.0,271,198,1428,8,260,539
1,58970595.0,365,208,1074,8,1029,394
1,,429,30,223,13,1529,675
1,,150,183,747,13,753,65
1,166223406.0,429,149,1285,6,2060,628
1,,198,159,1296,13,987,514
0,305916215.0,519,183,766,13,388,680
1,,271,8,1296,8,1756,466
1,37820170.0,556,183,1499,13,323,680
1,89346688.0,365,85,1440,13,786,668
1,4.042162181249508e+21,94,136,1358,13,228,442
0,11033508.0,197,183,814,8,1289,680
1,,172,38,502,8,1518,63
1,302416142.0,88,263,1224,8,1789,384
1,,258,38,284,8,1577,680
1,,23,157,1296,13,1078,97
1,120696181.0,379,265,1453,8,2124,680
1,24841864.0,166,265,1403,13,1888,680
1,,281,8,542,13,399,680
1,96291373.0,186,30,223,13,468,495
1,,94,255,1296,13,1342,680
1,121780335.0,392,183,755,13,104,700
1,90312300.0,273,59,367,8,2049,227
1,100188325.0,311,203,1491,8,247,609
1,1.0891621812746082e+21,485,75,711,8,2158,384
1,,38,183,748,13,950,3
1,,355,206,1038,8,2184,49
1,,365,59,357,8,1487,680
1,37204540.0,11,206,1013,8,1124,384
1,,365,159,1296,13,295,680
1,91578679.0,489,198,901,8,991,169
1,29899411.0,204,235,1226,8,1231,680
1,24785253.0,357,206,54,6,400,103
1,26865943.0,94,76,386,8,1704,19
1,,117,38,495,13,1311,680
1,81536670.0,281,241,1296,13,1069,71
1,1.5961543294510267e+21,49,183,1296,13,888,259
1,54953424.0,555,98,1534,13,1263,260
1,,463,185,1538,8,1844,277
1,,186,206,978,13,673,680
1,,94,8,1296,8,1997,680
1,89353609.0,144,1,134,8,811,71
1,,253,83,675,13,2218,442
1,,94,158,1296,13,625,495
1,,90,8,1296,13,1492,472
1,,428,82,411,8,1957,263
1,,271,196,1511,13,997,680
1,,108,8,1296,13,69,442
1,39492979.0,94,51,1455,9,259,200
1,,555,206,1023,8,1451,22
1,,222,42,667,8,2068,212
1,,94,206,948,8,1729,680
1,54543528.0,449,273,1263,8,1528,155
0,27878381.0,72,273,1260,8,1213,477
1,,152,98,475,8,1076,680
0,,382,8,1310,13,287,561
1,27870716.0,487,98,471,8,1436,36
1,,203,59,366,8,2021,218
1,,206,39,1296,8,1399,680
1,,466,206,1011,8,1125,580
0,90304400.0,263,273,936,8,1457,680
0,290219459.0,118,8,101,13,603,343
1,,80,241,1343,13,64,135
1,7.580153954906305e+21,429,1,89,6,240,480
1,,94,8,15,13,527,680
1,,219,206,1034,8,2045,675
1,,517,206,1046,8,1667,192
1,,281,98,469,8,1552,192
1,62659363.0,215,206,1055,8,73,680
1,,57,129,440,13,918,75
1,,100,234,1141,8,2195,57
1,28557675.0,28,76,389,13,1075,344
1,77094454.0,303,198,1353,8,188,680
1,,365,206,948,8,1959,680
1,,428,250,1134,8,2050,680
1,88847802.0,94,207,1318,13,45,192
1,4.702156990991761e+21,82,158,1332,13,120,657
1,20483751.0,449,133,1385,8,1392,435
0,1204672.0,167,13,194,8,1830,277
1,38589611.0,211,183,842,8,1966,680
1,96701823.0,186,183,800,13,1015,688
1,117784856.0,28,200,1379,8,1153,675
1,,8,98,56,4,959,680
1,438309.0,496,76,392,8,1731,624
0,24617677.0,270,135,629,8,2141,680
1,,365,241,1344,13,986,650
1,72586851.0,271,183,806,8,1095,680
1,19245272.0,271,29,1296,8,1240,102
1,68923739.0,91,206,1480,8,619,680
1,58179229.0,209,51,1456,13,1221,680
1,4.445165272071911e+21,365,241,1345,8,1481,742
1,23761425.0,485,119,244,8,1143,680
0,32801096.0,330,206,48,23,50,353
1,49601373.0,515,179,51,7,761,707
1,,488,206,948,8,1088,42
1,,16,25,211,8,1901,680
1,54947597.0,365,8,1296,13,482,277
1,,547,42,1123,8,1779,244
1,,268,206,948,8,2152,243
1,89293613.0,18,132,611,8,635,159
1,,429,1,1296,13,2226,442
1,76319000.0,471,59,371,8,1804,680
1,8.081458579375231e+20,18,206,1054,8,663,146
1,50306829.0,222,131,1296,8,2087,680
1,86158050.0,271,155,1296,13,731,394
1,,227,206,1322,8,445,187
1,,403,171,730,13,172,680
1,27331181.0,271,76,1462,13,733,28
1,,429,8,1296,13,274,680
1,,429,30,223,13,154,680
1,,485,65,91,6,1490,472
1,123931135.0,449,91,435,8,1842,680
1,306322526.0,271,1,418,9,41,63
1,89059380.0,449,1,349,13,264,629
1,,281,38,280,13,1546,680
1,90335286.0,481,178,1296,13,1606,473
1,52509755.0,389,183,854,8,1743,680
1,88924147.0,303,206,1048,8,447,36
1,90365320.0,91,172,732,13,1026,71
1,76459809.0,94,10,1296,8,1931,680
1,,281,206,1296,13,328,680
1,,304,23,208,8,1353,166
1,51739529.0,321,174,1305,23,32,413
1,173489641.0,28,203,931,8,437,283
1,,361,136,631,8,2058,573
1,248577120.0,212,274,1296,13,1045,473
1,7.201512479766442e+20,12,203,936,8,270,192
0,,448,76,390,13,1597,497
1,96179292.0,487,183,780,13,754,680
0,,429,25,212,8,2174,607
1,41391290.0,461,183,748,8,1855,327
0,255661961.0,233,132,1296,13,1816,680
1,,232,241,1158,13,884,680
1,,151,8,1538,8,1732,680
1,,396,76,386,8,1254,431
1,,215,76,386,8,1537,680
1,76132155.0,175,193,582,13,1208,531
0,,419,13,187,8,2219,680
1,,281,206,948,8,901,529
0,,429,8,1296,13,1839,556
1,,195,98,1296,8,1227,262
1,,177,206,948,13,478,423
1,,212,19,1296,13,1954,75
1,74227124.0,303,159,712,13,307,440
1,,115,206,948,13,706,134
1,,81,146,670,8,448,24
1,,219,206,1296,13,250,680
1,175566885.0,271,206,1050,13,71,680
1,,94,206,954,8,414,680
1,122116542.0,365,212,1296,13,797,732
1,,446,157,542,8,1409,680
1,,561,183,794,13,957,680
1,,271,38,271,8,1375,680
1,,463,38,538,8,1763,154
1,,281,8,1296,13,159,680
1,96417801.0,449,183,802,13,1034,504
1,,219,64,137,8,641,680
1,1.601512479276443e+20,219,1,221,13,227,120
1,,499,129,599,13,760,74
1,40223825.0,94,183,857,8,928,17
1,,179,183,748,13,1166,680
1,68920433.0,281,119,584,8,269,9
1,314889507.0,50,1,1444,13,14,442
1,5.141594743020277e+20,33,199,916,8,1834,680
1,108022301.0,115,95,440,13,1084,680
1,314889535.0,224,1,86,6,19,276
0,89218312.0,387,223,1128,8,116,680
1,88890874.0,234,76,726,13,826,506
1,73692292.0,157,183,85,6,1589,70
1,84075851.0,94,273,1249,8,1062,680
1,,219,67,1296,13,351,184
1,29675123.0,117,203,109,6,801,58
1,84035893.0,389,183,259,8,1925,384
1,262615062.0,271,241,1151,8,2076,83
1,11735082.0,340,198,1495,8,1515,680
1,,54,206,1296,8,486,697
1,,224,1,1316,13,26,442
1,30973766.0,151,196,899,8,1275,206
1,90311246.0,303,159,743,8,1780,695
1,172102786.0,449,98,344,8,2212,680
1,,38,183,1296,8,1339,384
1,262088578.0,285,206,948,8,2190,680
1,7674380.0,479,199,922,8,2183,680
1,874492.0,106,206,1296,13,25,71
1,,538,206,948,8,707,452
1,15573537.0,271,198,1296,13,127,680
1,90323520.0,273,133,1047,8,576,372
0,,552,13,187,8,2226,680
1,,261,132,602,8,1730,150
1,,281,204,944,8,2187,34
1,,554,273,1296,12,63,37
1,68895548.0,280,114,865,8,1460,440
1,,151,8,1424,13,175,680
1,,428,132,602,8,1954,442
1,,156,209,1296,13,1322,680
1,113070357.0,219,153,709,8,1349,495
1,214945231.0,1,206,1341,13,691,276
1,,22,38,1333,13,1068,741
1,90361727.0,360,119,738,13,70,520
1,,271,8,1296,13,538,680
1,96019403.0,244,183,1296,8,773,680
1,55708342.0,161,30,234,8,2115,680
1,,27,206,948,13,627,444
1,110336982.0,389,198,906,8,1935,290
1,89517683.0,505,208,148,13,87,698
1,49310237.0,365,143,663,8,1331,234
1,309627504.0,538,8,1433,13,342,36
1,43567394.0,146,88,1328,23,237,72
0,301818926.0,391,273,1296,8,1475,528
1,89394322.0,12,1,62,13,943,680
1,,498,1,1446,13,1,442
1,1.4611592339197033e+21,219,264,1230,8,13,384
1,88871745.0,281,239,7,13,321,178
0,,566,13,187,8,2226,697
1,,115,38,295,8,1788,680
1,,140,13,179,13,1033,680
1,90320547.0,38,231,1138,8,1880,442
1,27075851.0,461,246,1185,8,1847,680
1,46764421.0,324,193,1326,6,290,187
1,1.4015340971064158e+20,219,59,356,8,1230,168
1,,427,244,1178,8,1720,248
1,,206,206,1523,8,843,680
1,,151,183,788,13,900,680
1,90290724.0,115,199,1389,8,1598,444
1,1.915165473220828e+19,175,74,384,8,1430,680
1,282335157.0,280,198,902,8,1632,9
1,14562722.0,389,13,181,8,1336,680
1,108779344.0,32,193,895,8,1967,685
1,,18,8,1538,8,1836,680
1,90215226.0,268,95,440,8,1669,398
1,,245,136,1296,8,1220,303
1,,184,98,1296,8,1625,491
1,4.8615947418772767e+20,273,1,1296,13,55,495
1,,365,206,16,8,530,71
1,,488,37,261,8,1817,195
1,61820766.0,9,183,791,13,936,527
1,,105,206,948,8,800,680
1,,494,95,49,13,1754,707
1,39469628.0,271,119,576,8,1746,259
1,,542,185,1296,8,1860,552
0,90277006.0,368,151,698,8,1541,440
1,4460829.0,340,101,483,13,952,680
1,,429,8,1296,13,185,103
1,61535630.0,273,51,341,8,329,422
1,315939436.0,463,28,220,8,1365,389
1,,429,8,1296,13,216,680
1,171444764.0,54,13,163,13,1011,236
1,109371686.0,259,193,891,8,2097,680
1,,463,208,1296,13,580,640
1,37755243.0,426,183,830,0,1560,315
1,,244,159,542,13,1043,680
1,89290477.0,46,206,1519,8,782,9
1,59210234.0,509,110,560,8,1651,482
1,22946674.0,507,196,896,13,974,36
1,77095466.0,268,59,352,13,1020,695
0,,348,244,1178,8,1792,6
1,5.015625190960799e+19,463,1,1091,8,699,680
1,90367925.0,271,18,948,8,1169,671
1,,490,38,529,8,1927,180
1,62346146.0,463,206,1065,8,569,615
1,,486,98,473,8,1593,548
1,,535,124,597,8,2224,384
1,90211848.0,281,239,213,8,1149,675
1,68947821.0,420,119,577,8,1943,680
1,31861484.0,250,199,1223,8,1679,680
1,32268825.0,273,183,787,8,885,398
1,,463,39,306,8,1854,680
1,31886280.0,94,8,1348,13,273,680
1,,352,206,948,8,995,680
1,,281,208,1074,8,1405,318
1,64777430.0,175,151,1493,8,879,121
0,68185833.0,255,132,614,8,1954,680
1,39771248.0,281,193,882,8,898,196
1,8755057.0,68,108,553,8,2182,422
1,89428651.0,555,206,1004,8,948,66
1,33110286.0,271,55,417,8,1848,680
1,51484798.0,54,76,741,13,178,473
1,305880755.0,46,88,1347,13,122,387
1,,271,98,469,8,608,235
1,90292271.0,219,142,1429,13,280,405
1,,475,19,1296,13,1781,680
1,,268,132,612,8,2166,521
1,,238,8,1296,13,2226,680
1,1.43015263606942e+21,389,8,1406,13,1916,680
1,,355,157,547,8,1337,680
1,69080249.0,503,95,442,8,694,680
1,9.236148997619859e+21,365,151,702,8,1891,478
1,16970489.0,538,183,1296,13,734,470
1,46243030.0,376,1,1075,8,540,398
1,,238,8,1296,13,320,680
1,,444,157,1296,8,1396,394
1,74217354.0,219,119,568,8,710,695
1,,110,250,1487,8,2065,265
1,254625889.0,193,158,104,6,672,472
1,,271,126,1485,13,727,72
1,63487489.0,230,119,571,13,556,186
1,,365,76,1463,13,522,435
1,19808165.0,85,203,931,8,1340,153
1,49488863.0,271,76,386,13,49,385
1,,463,95,1296,8,1531,680
1,,485,152,1486,13,1036,537
1,7600610.0,389,198,1300,8,1089,294
1,,209,206,1521,8,809,185
1,120724451.0,293,151,678,8,1344,680
1,316445438.0,449,159,542,8,1319,680
1,90369549.0,238,14,1296,13,186,128
1,,17,133,1296,13,28,680
1,,209,30,1296,13,966,708
1,4720387.0,94,105,485,8,2127,380
1,9.614820765040034e+19,234,183,1296,13,193,75
1,,2,8,676,8,2062,460
1,96734673.0,228,136,634,8,1555,165
1,,148,13,163,8,2226,442
1,31879828.0,151,30,452,13,1537,435
1,,271,98,313,8,1307,398
1,138284247.0,550,183,812,8,1245,210
1,315584439.0,94,122,595,8,628,93
1,303907687.0,303,206,948,8,1910,556
1,67254968.0,463,193,886,8,1754,224
1,,257,38,302,8,2197,461
1,90757396.0,546,13,181,8,1226,583
1,74229133.0,46,206,948,8,374,573
1,89230764.0,209,268,1296,13,528,556
1,,228,258,1217,8,2208,277
1,23761223.0,485,65,1148,8,1193,680
1,4.0941495445916e+21,409,265,1362,13,258,363
0,,194,176,740,13,1008,720
1,42097037.0,281,183,793,8,961,277
1,262150006.0,365,139,1296,8,1056,78
1,,281,98,469,13,452,530
1,47685522.0,523,241,1155,13,191,680
1,,271,67,1119,8,461,573
1,,271,206,1026,8,1549,398
1,80949915.0,534,183,843,8,2004,511
1,120304742.0,429,43,1354,13,190,219
