Gender,Birth_Date,First_Name,Entity_Type,Birthplace,Languages,Profession
1,551,456,0,164,10,8
1,501,331,0,161,8,20
1,744,440,0,39,10,65
1,620,308,0,161,10,20
0,648,400,0,14,10,63
1,213,185,0,39,10,8
1,582,402,0,103,10,8
0,760,331,0,28,2,63
1,559,58,0,117,10,8
1,449,158,0,161,8,20
1,720,227,0,161,2,68
0,865,383,0,161,8,63
1,689,276,0,181,2,63
1,1015,331,0,39,8,20
1,887,17,0,169,10,8
1,954,331,0,240,10,8
1,940,457,0,142,10,31
0,481,21,0,161,10,12
0,165,184,0,240,4,20
1,914,331,0,39,10,8
0,943,342,0,51,10,65
1,72,213,0,286,10,60
1,690,331,0,63,10,8
1,270,331,0,161,8,20
1,852,408,0,11,10,50
1,314,331,0,161,8,20
1,196,324,0,19,10,8
0,882,239,0,246,12,20
1,1110,440,0,161,8,20
1,780,112,0,27,10,8
1,1089,331,0,161,8,23
1,307,203,0,177,10,8
0,511,267,0,233,10,47
1,668,331,0,161,8,20
0,1163,364,0,49,8,63
1,1150,174,0,103,10,8
1,565,331,0,161,8,20
1,756,331,0,161,8,20
1,370,331,0,161,8,1
1,549,58,0,80,10,8
1,1039,361,0,51,10,8
0,679,88,0,161,8,20
0,1185,182,0,134,10,67
1,117,331,0,284,8,8
1,585,255,0,164,10,68
1,862,180,0,10,10,8
1,297,166,0,117,10,8
1,539,17,0,214,10,8
1,870,331,0,160,2,8
0,1231,331,0,161,8,20
0,1174,301,0,85,8,69
1,46,160,0,161,8,8
1,106,420,0,39,10,20
1,304,331,0,161,8,20
1,523,121,0,39,10,8
1,701,34,0,14,10,8
1,1050,302,0,161,10,12
1,1115,17,0,40,10,8
1,161,324,0,39,10,8
1,102,172,0,191,10,4
1,1010,302,0,39,10,8
1,617,34,0,39,10,68
1,557,447,0,199,10,27
1,972,329,0,206,11,4
0,577,331,0,161,8,20
0,1137,387,0,161,8,69
1,1170,250,0,129,8,20
0,801,331,0,161,8,63
1,830,294,0,39,10,8
0,998,120,0,252,10,47
1,183,331,0,39,8,46
1,414,300,0,117,10,17
1,778,78,0,103,4,17
1,1230,331,0,161,8,20
1,674,341,0,15,10,8
1,1180,119,0,14,8,4
0,1182,331,0,161,10,15
0,765,45,0,231,10,13
0,835,331,0,39,10,65
1,847,103,0,142,10,31
0,860,331,0,161,8,20
0,1221,156,0,161,10,31
1,527,302,0,161,10,20
0,1208,113,0,45,10,6
1,1198,331,0,57,8,8
0,755,400,0,35,8,26
1,959,331,0,161,8,63
1,670,359,0,164,10,68
1,452,331,0,161,8,20
0,435,326,0,161,10,12
1,1094,34,0,177,8,8
1,258,346,0,248,8,8
1,219,331,0,9,8,8
1,243,331,0,161,8,20
1,879,331,0,161,8,63
1,990,386,0,39,10,8
1,592,34,0,177,10,8
1,666,361,0,161,8,20
1,812,90,0,83,10,8
1,909,99,0,48,8,59
0,965,268,0,161,8,68
1,863,60,0,130,2,63
1,284,331,0,161,8,20
1,338,210,0,174,10,8
0,813,74,0,226,8,63
1,611,341,0,10,10,9
1,364,110,0,161,10,20
1,1235,90,0,161,8,22
0,572,82,0,14,8,21
1,677,386,0,58,10,8
0,748,175,0,223,10,65
1,1179,331,0,161,8,20
1,262,208,0,161,8,20
1,65,391,0,56,10,20
1,120,210,0,173,10,8
1,50,371,0,55,10,8
1,1235,331,0,161,8,8
1,433,331,0,39,10,20
1,537,7,0,161,8,63
1,803,462,0,148,10,8
1,1235,331,0,161,8,8
1,566,7,0,178,10,17
1,583,22,0,35,10,44
0,888,233,0,110,8,63
1,156,166,0,46,10,8
0,884,149,0,66,10,65
1,194,206,0,73,10,8
1,400,331,0,161,8,20
1,1025,17,0,139,10,8
1,1232,456,0,161,8,28
1,1020,381,0,39,10,8
1,537,119,0,161,8,63
1,613,324,0,164,10,68
1,460,273,0,39,10,8
0,816,331,0,178,8,58
1,37,148,0,207,10,8
1,380,331,0,161,8,20
0,365,286,0,194,10,40
1,315,376,0,232,10,8
1,266,302,0,39,10,8
1,817,366,0,268,2,63
1,470,331,0,161,8,1
0,521,403,0,161,8,63
0,268,36,0,25,10,47
1,749,331,0,161,8,20
1,6,324,0,269,10,65
1,411,177,0,161,8,63
1,1059,93,0,112,10,47
1,76,17,0,214,10,8
1,1223,7,0,63,10,8
1,866,352,0,25,10,23
1,676,99,0,161,8,20
0,781,260,0,226,8,63
1,746,453,0,209,2,63
1,150,331,0,216,8,68
1,660,440,0,39,10,65
1,686,331,0,161,8,20
1,488,125,0,39,10,65
0,232,162,0,161,8,20
0,537,21,0,161,10,12
1,869,264,0,230,2,63
1,77,172,0,198,10,8
1,949,170,0,114,10,8
1,317,208,0,161,8,20
1,456,331,0,25,5,64
1,853,422,0,39,10,20
1,78,424,0,39,10,8
1,195,70,0,277,10,11
0,970,233,0,161,8,63
1,96,324,0,214,10,8
1,375,130,0,261,10,8
1,369,331,0,161,10,12
1,531,160,0,66,10,8
1,246,7,0,161,8,51
1,938,261,0,87,10,8
1,64,191,0,270,10,8
0,576,108,0,38,8,63
1,537,295,0,161,8,63
0,702,260,0,161,8,63
1,1235,34,0,161,8,26
1,1165,11,0,39,10,8
1,615,137,0,39,10,63
1,1115,300,0,54,8,63
1,134,331,0,23,8,8
1,456,87,0,39,10,7
1,883,379,0,240,10,8
1,487,219,0,220,10,8
1,241,462,0,84,10,8
1,897,294,0,233,10,47
1,1222,447,0,118,10,63
1,832,58,0,161,8,20
0,1036,192,0,161,8,68
1,1192,34,0,161,10,56
1,1168,115,0,70,10,38
1,107,331,0,161,8,20
1,774,331,0,161,8,63
0,825,417,0,161,10,20
0,1173,331,0,161,8,68
0,1141,26,0,39,8,26
1,1235,160,0,161,8,22
1,911,321,0,161,8,63
1,1159,389,0,161,10,38
0,917,4,0,282,10,11
1,482,331,0,161,8,20
1,1235,185,0,161,8,22
1,1231,331,0,161,8,20
1,399,112,0,39,10,7
1,48,404,0,180,10,8
0,420,231,0,28,8,63
0,1215,41,0,58,10,8
1,349,85,0,103,10,8
0,1207,114,0,161,10,38
1,977,12,0,257,2,63
1,223,87,0,161,8,20
1,664,335,0,57,8,63
1,406,349,0,110,2,63
1,291,285,0,161,8,20
0,1167,28,0,161,10,55
0,1166,284,0,278,10,16
1,1235,345,0,161,8,22
0,1038,123,0,39,10,10
1,1235,145,0,161,8,22
0,1217,331,0,63,10,6
0,1212,396,0,139,10,6
1,931,331,0,161,8,68
1,950,331,0,161,8,20
1,1179,331,0,161,8,20
0,981,331,0,161,8,63
1,922,208,0,58,10,8
1,261,392,0,187,10,8
1,1113,448,0,65,10,8
1,843,331,0,125,2,63
1,212,461,0,39,10,11
1,530,165,0,195,10,8
1,62,34,0,15,8,3
1,1235,331,0,161,8,22
1,1144,106,0,35,10,8
1,55,336,0,55,10,20
1,953,447,0,15,10,8
1,95,17,0,210,10,8
1,1097,34,0,3,10,8
1,1071,201,0,119,10,8
1,1083,226,0,125,8,63
1,988,331,0,158,10,50
0,298,286,0,254,10,65
1,397,58,0,39,10,8
0,597,331,0,161,8,20
1,596,99,0,134,10,8
1,1235,331,0,161,8,22
1,858,142,0,39,4,16
0,794,284,0,199,8,26
0,1124,33,0,140,10,64
1,92,121,0,96,2,63
1,651,409,0,161,8,63
0,1005,331,0,161,8,20
1,707,331,0,39,10,20
1,173,210,0,39,10,8
1,309,411,0,82,6,20
1,942,219,0,140,10,8
0,741,232,0,110,2,21
1,67,210,0,39,8,8
1,470,331,0,161,8,1
0,1033,72,0,161,10,12
0,250,175,0,161,8,20
0,773,382,0,161,10,26
1,561,77,0,161,8,63
0,640,279,0,38,10,65
1,493,219,0,161,8,20
0,537,413,0,161,8,63
0,871,284,0,39,4,16
1,967,130,0,124,10,8
1,332,7,0,66,10,8
1,283,208,0,10,10,8
1,790,451,0,161,8,63
1,602,273,0,25,10,8
1,647,93,0,39,10,68
1,250,331,0,161,8,20
1,1067,294,0,240,8,8
1,560,331,0,161,8,20
0,1024,240,0,279,4,26
1,534,165,0,276,10,8
1,718,199,0,64,10,65
0,363,215,0,178,10,63
0,516,175,0,25,10,37
0,343,286,0,161,8,20
1,4,17,0,285,10,20
1,1214,116,0,39,8,63
1,242,185,0,33,10,8
1,519,432,0,249,10,8
1,85,324,0,39,10,8
1,276,210,0,39,10,8
0,682,209,0,240,10,65
0,1079,113,0,161,8,16
1,1235,195,0,161,10,20
1,1108,331,0,213,10,8
1,675,362,0,161,8,39
0,727,400,0,35,10,65
0,1235,56,0,161,8,26
1,1146,180,0,161,8,20
1,431,351,0,161,10,8
0,333,436,0,249,10,11
1,1,179,0,55,4,19
1,121,331,0,192,8,7
1,976,332,0,105,10,31
0,23,287,0,226,2,63
1,637,402,0,7,10,8
1,281,292,0,222,10,8
1,237,185,0,161,8,8
1,428,423,0,47,10,8
1,227,139,0,90,10,8
0,1121,245,0,226,8,63
1,872,432,0,182,10,8
1,372,154,0,66,10,8
1,455,58,0,39,10,8
1,45,306,0,179,10,8
0,387,331,0,161,8,20
1,1235,458,0,161,8,22
0,1226,25,0,161,10,28
0,775,317,0,178,10,65
1,961,331,0,142,8,31
1,1003,331,0,226,2,68
1,293,397,0,147,10,8
1,208,256,0,240,10,63
1,269,429,0,38,10,8
1,125,185,0,39,10,8
1,687,395,0,161,8,63
1,503,419,0,95,2,63
1,265,17,0,84,10,8
1,220,304,0,39,10,20
1,197,331,0,161,8,20
1,993,345,0,63,10,8
1,641,331,0,103,10,65
0,290,331,0,161,8,5
0,432,331,0,161,8,20
0,573,3,0,161,8,20
0,1195,350,0,161,10,38
0,771,290,0,161,8,63
1,1012,81,0,205,10,47
1,267,324,0,107,10,8
1,429,457,0,143,4,17
0,680,334,0,58,10,29
0,405,330,0,15,10,63
1,1194,373,0,63,10,13
1,1181,324,0,214,10,28
0,1172,244,0,161,8,66
0,1203,118,0,35,10,54
1,278,402,0,166,10,8
1,1130,331,0,161,8,20
1,1041,35,0,45,10,8
0,766,101,0,39,10,28
1,1201,331,0,161,8,20
1,1007,445,0,150,10,8
1,320,49,0,239,10,8
1,202,203,0,39,10,65
1,206,110,0,247,10,8
1,787,223,0,115,2,63
1,555,314,0,35,10,8
1,211,189,0,161,8,20
1,184,308,0,171,10,8
0,612,79,0,161,2,68
1,289,186,0,108,10,8
1,216,393,0,69,10,65
1,1077,324,0,50,8,8
1,1235,133,0,161,8,26
1,1195,298,0,226,8,63
1,903,438,0,265,10,8
1,1235,335,0,161,8,22
0,849,299,0,161,8,63
1,441,90,0,103,10,26
1,1195,351,0,161,10,12
0,927,387,0,149,8,26
1,658,331,0,161,8,20
1,508,174,0,39,10,65
1,404,331,0,161,8,20
0,230,91,0,39,10,30
1,286,185,0,161,8,20
1,652,331,0,161,8,1
1,483,371,0,39,7,68
1,999,62,0,200,8,63
1,51,98,0,39,10,65
0,838,272,0,161,8,63
1,1029,117,0,148,10,8
1,128,308,0,178,10,8
1,25,217,0,10,8,8
1,484,34,0,63,10,65
1,518,7,0,161,8,20
1,754,457,0,142,10,26
1,1048,86,0,161,10,12
1,757,137,0,265,10,8
1,302,331,0,161,8,20
0,422,275,0,161,10,12
0,610,218,0,39,10,20
1,908,331,0,142,10,31
1,181,331,0,241,8,8
1,996,52,0,142,8,31
1,844,185,0,5,10,8
1,310,331,0,248,8,8
1,466,331,0,161,8,20
1,1235,242,0,161,6,8
0,562,89,0,43,10,20
1,1218,331,0,161,8,1
1,1056,99,0,48,8,8
1,932,81,0,177,10,8
1,1199,331,0,161,10,15
1,490,7,0,66,10,8
0,1142,363,0,161,10,25
1,88,210,0,263,10,8
0,1133,284,0,161,10,12
1,334,7,0,162,10,50
1,629,345,0,240,10,8
0,721,207,0,161,8,63
0,752,331,0,161,8,20
1,1232,302,0,161,8,28
1,1067,15,0,39,10,8
1,1070,302,0,39,10,8
1,154,331,0,161,8,20
1,1054,171,0,38,10,8
0,910,323,0,161,2,68
1,1161,18,0,126,10,8
