Country,MuseumDigitalPlaceId,OfficialWebsite,TimeZone,ElevationMeters,Latitude,CommonsCategory,GeoNamesId,LicensePlateCode,ArchInformLocationId,Longitude,WhosOnFirstId,WorldCatIdentitiesIdSuperseded,MainCategory,LocatorMapImage,MunicipalityKey,OpenStreetMapRelationId,PostalCode,GndId,DeweyDecimalClassification,ViafId,FactGridItemId,CoatOfArmsImage,FreebaseId
1,6295.0,132,3,32.0,52.8333333333,98,3249079.0,8,2338.0,13.75,1125375901.0,80,12,52,,62553.0,,164,5,159840715.0,0,142,18
1,,19,3,78.0,53.4167,19,2947541.0,56,,13.1167,1126014477.0,0,21,45,13071012.0,1419599.0,17237.0,205,105,,0,116,105
1,6668.0,166,3,87.0,49.9126388889,82,3220969.0,28,3080.0,8.4783333333,1125375413.0,32,69,90,,62656.0,,43,50,312803599.0,0,137,52
1,5546.0,56,2,41.0,53.45,111,8648412.0,36,4242.0,11.55,,100,105,138,,1739381.0,,8,15,187134127.0,0,67,206
1,6214.0,72,3,626.0,48.08,130,3220793.0,82,2613.0,9.17,1125375285.0,43,176,22,,2806390.0,,92,65,128483535.0,0,153,62
1,,81,2,,53.4364,152,,61,,12.8367,,0,211,104,,7890483.0,,176,105,245833344.0,0,116,1
1,58739.0,12,3,11.0,54.3833333333,192,6548435.0,61,44070.0,13.6916666667,101847295.0,122,174,199,13073084.0,1437794.0,18586.0,137,105,243066580.0,21,102,130
1,4908.0,115,3,180.0,50.7,218,2803723.0,22,11821.0,6.65,101810849.0,39,210,219,5366044.0,158138.0,53909.0,109,79,147767079.0,115,112,153
1,348.0,183,3,13.0,52.7561111111,141,2862926.0,61,2865.0,9.3930555556,85682555.0,38,104,117,,62771.0,,64,93,140653681.0,0,12,151
1,1287.0,130,3,7.0,53.1836111111,10,6552854.0,99,11963.0,8.0097222222,101806279.0,72,10,11,3451002.0,1186777.0,26160.0,127,105,139091223.0,39,29,179
1,12455.0,26,3,284.0,50.4333333333,54,6553351.0,6,12157.0,7.2438888889,1126037389.0,0,63,80,7131205.0,1050573.0,56653.0,200,105,238015381.0,62,39,90
1,1200.0,193,3,51.0,52.0,182,2842565.0,61,2904.0,11.7,85682519.0,45,161,125,,62607.0,,82,20,122573067.0,32,166,165
1,3841.0,51,2,65.0,51.9166666667,79,3247441.0,14,2346.0,6.9166666667,1125418091.0,33,25,155,,62606.0,,24,87,126684498.0,0,51,31
1,264.0,206,3,245.0,48.7775,200,6690189.0,78,196.0,9.18,101748509.0,0,185,21,8111000.0,2793104.0,70173.0,97,61,2.8615214001581113e+20,15,106,159
1,,151,3,4.0,54.5,45,2928170.0,83,,9.6,101846461.0,118,52,72,1059026.0,1157534.0,24857.0,163,105,242272229.0,56,35,136
1,8965.0,54,2,38.0,51.0,83,3247455.0,41,3365.0,6.17,1125311779.0,5,78,159,,62767.0,,46,77,156584417.0,0,54,39
1,2820.0,153,3,53.0,53.185585,50,7602565.0,64,8092.0,13.145541,101818465.0,0,58,76,12065084.0,1310085.0,16798.0,155,6,140887574.0,60,129,198
1,1291.0,133,1,503.0,49.0786111111,12,2951839.0,61,2703.0,11.3855555556,85682571.0,19,14,111,,2145268.0,,19,28,125426357.0,17,7,25
1,95555.0,47,3,603.0,47.7711111111,67,6556433.0,98,13567.0,11.3194444444,101787573.0,0,85,94,9190132.0,936921.0,82393.0,148,105,126889224.0,71,44,88
1,12197.0,104,3,129.0,52.1330555556,195,2830637.0,35,10799.0,8.4830555556,101838041.0,60,179,202,5758032.0,147440.0,32139.0,125,91,133195775.0,106,104,163
1,6496.0,187,3,53.0,52.9666666667,122,3249087.0,45,3271.0,12.6666666667,1125375947.0,125,137,58,,62574.0,,160,7,244265802.0,0,181,14
1,79459.0,79,3,55.0,53.7666666667,9,6548160.0,59,15376.0,11.4666666667,101818825.0,129,9,10,13074002.0,1515589.0,23996.0,145,105,249113306.0,38,118,116
2,,207,3,417.0,47.5833333333,35,2658372.0,92,2929.0,9.0666666667,85682337.0,18,190,102,,1693811.0,,134,103,128413012.0,30,174,66
1,31580.0,0,2,,52.4156,159,,61,44116.0,13.0531,,0,211,153,,,,205,105,,0,116,218
1,8392.0,200,2,37.0,53.92,91,3249076.0,80,2609.0,10.17,1125421841.0,31,172,193,,62733.0,,90,74,129018983.0,0,6,214
1,1243.0,124,3,63.0,53.2666666667,147,2870987.0,61,,12.8,101818663.0,0,114,142,13071099.0,1419648.0,17252.0,142,13,130860907.0,82,159,187
1,6190.0,76,3,9.0,52.6333333333,114,3249083.0,24,2625.0,14.1333333333,1125375927.0,86,117,56,,318248.0,,150,4,240513687.0,0,79,19
1,6347.0,71,3,155.0,51.5,107,3221013.0,31,2430.0,9.92,1125375545.0,16,72,128,,6679859.0,,41,100,314808019.0,0,65,11
1,88923.0,43,3,15.0,53.5744444444,17,2911293.0,61,44665.0,9.9594444444,1108940359.0,0,48,87,,30243.0,20144.0,205,105,,0,126,180
1,,14,3,45.0,53.5830555556,207,2817881.0,61,15194.0,12.8497222222,101908153.0,0,196,209,13071149.0,1424304.0,17192.0,205,105,,29,116,111
1,54964.0,50,3,599.0,48.0169444444,77,6556086.0,82,,9.2502777778,101764193.0,128,96,103,8437065.0,2805975.0,72505.0,144,105,248677189.0,78,136,82
1,,16,2,,53.7,159,7909965.0,61,,11.75,,0,211,7,,449796.0,,181,105,241878867.0,0,116,141
1,6284.0,135,2,,52.5333333333,139,2878100.0,61,3619.0,13.5,,0,102,39,,404554.0,10315.0,6,11,158429128.0,0,17,72
1,5531.0,142,2,560.0,48.5,201,2835521.0,61,,10.5,,0,187,122,,17657.0,,18,43,150182663.0,0,170,195
1,6392.0,77,3,169.0,51.5333333333,112,3302155.0,55,4712.0,11.3666666667,1125376043.0,113,108,183,,62681.0,,195,22,240133107.0,0,149,93
1,5703.0,172,3,116.0,51.1166666667,110,2879138.0,13,2492.0,12.5,1125363313.0,65,101,181,,62434.0,,129,24,131423591.0,0,148,148
1,5537.0,29,3,46.0,52.0333333333,103,3249080.0,47,4199.0,13.9,1125375907.0,83,40,54,,62376.0,,153,2,128028126.0,0,145,21
1,8846.0,116,3,55.0,52.9,38,2940119.0,8,331.0,13.8666666667,101819989.0,91,39,66,12060045.0,1318330.0,16230.0,29,105,122443251.0,52,116,86
1,,31,3,2.0,54.1333333333,32,6547764.0,19,16809.0,11.9166666667,101874421.0,106,36,64,13072017.0,395725.0,18211.0,189,105,235255099.0,45,123,98
1,,27,2,,50.4572,208,,61,,7.22139,,119,211,210,,,,169,105,242276761.0,0,107,178
1,,128,3,22.0,54.1780555556,210,6551783.0,61,,10.2944444444,1125333251.0,0,201,212,1057084.0,310399.0,24211.0,7,105,146161873.0,111,108,132
1,75615.0,23,3,205.0,51.04915,23,2946230.0,40,17132.0,9.2793,101809967.0,0,26,49,6634001.0,452192.0,34582.0,112,49,133875497.0,46,1,192
1,48.0,45,3,68.0,50.7833333333,63,6559101.0,89,45139.0,7.2833333333,101808833.0,53,79,89,5382020.0,36042.0,53773.0,47,81,265851470.0,68,42,174
1,6167.0,185,3,67.0,52.8833333333,118,3249084.0,64,5918.0,13.25,1125375935.0,95,130,57,,62488.0,,157,6,134507397.0,0,88,16
1,6386.0,69,3,1.0,53.58,131,3221046.0,88,11064.0,9.42,1125375665.0,13,181,131,,62482.0,,95,98,134343512.0,0,154,5
1,6875.0,60,2,17.0,51.67,94,2810674.0,97,2665.0,6.67,1125361883.0,50,205,146,,58745.0,,106,84,312809611.0,0,60,50
1,1966.0,161,3,38.0,51.3333333333,78,3231906.0,44,374.0,6.5666666667,1175611403.0,75,97,160,5114000.0,62748.0,,51,83,137750346.0,20,50,28
1,107657.0,38,3,12.0,54.0213888889,183,6551668.0,63,474.0,10.7455555556,101841465.0,0,162,185,1055044.0,382443.0,23683.0,152,105,239620389.0,98,97,186
1,5614.0,70,2,683.0,48.01,132,2829456.0,87,2620.0,11.28,1125421773.0,0,182,35,,62458.0,,96,37,158315540.0,0,155,83
1,18468.0,111,3,10.0,53.7666666667,203,2823398.0,61,15191.0,12.5666666667,101818889.0,124,189,207,13072106.0,1996944.0,17166.0,133,14,244126571.0,109,117,160
1,6664.0,94,2,79.0,50.92,172,3247454.0,12,2401.0,6.67,1125380589.0,87,149,154,,62661.0,,36,80,141106305.0,0,92,36
1,,117,3,516.0,48.35,49,2924803.0,61,12119.0,10.9833333333,101755887.0,61,57,75,9771130.0,395731.0,86316.0,117,47,144312282.0,59,38,73
1,77931.0,32,3,40.0,53.8427,40,6548175.0,59,15398.0,11.4633,101818847.0,0,43,68,13074019.0,1504826.0,23972.0,136,105,248152746.0,54,131,119
1,11363.0,41,3,40.0,53.86446,56,6550714.0,61,3831.0,11.19089,101818855.0,78,65,81,13074026.0,1481616.0,23936.0,149,17,154912946.0,64,179,188
1,4104.0,84,3,73.0,53.3647222222,157,2864005.0,61,6546.0,13.0636111111,101818653.0,0,125,151,13071110.0,1419600.0,17235.0,123,13,132670327.0,25,84,2
1,,14,3,68.0,53.5097222222,72,2892951.0,61,15136.0,12.7797222222,101908169.0,0,90,99,13071071.0,1424302.0,17192.0,185,105,244306614.0,75,47,113
1,202.0,157,3,6.0,53.55,62,2911298.0,37,308.0,10.0,85682505.0,0,75,115,2000000.0,62782.0,,45,75,148855657.0,5,41,143
1,78655.0,158,3,52.0,52.3330555556,65,6553128.0,52,,8.75,101807683.0,81,83,92,5770012.0,145260.0,32479.0,119,92,123321811.0,69,43,172
0,12990.0,156,2,,48.5989,55,11071622.0,61,3274.0,7.7599,,0,64,1,,3792876.0,,5,105,315170666.0,0,116,3
1,211.0,129,3,489.0,48.3688888889,8,6557107.0,0,214.0,10.8977777778,101748481.0,4,8,23,9761000.0,62407.0,86150.0,15,46,153139306.0,1,28,164
1,,11,3,10.0,53.7830555556,60,6551187.0,32,16839.0,12.0513888889,101818871.0,0,73,85,13072042.0,1959688.0,18276.0,204,105,247917271.0,67,132,101
1,5614.0,70,2,683.0,48.01,132,2829456.0,87,2620.0,11.28,1125421773.0,0,182,35,,62458.0,,96,37,158315540.0,0,155,83
1,6750.0,136,2,,52.5333333333,144,3336296.0,61,43209.0,13.5833333333,,0,109,40,,164712.0,12619.0,182,11,146332072.0,0,18,71
1,6674.0,147,3,394.0,47.95,102,2944796.0,23,2416.0,7.85,1125374925.0,15,31,13,,1946367.0,,27,58,148340730.0,0,62,51
1,,36,3,15.0,53.6194444444,51,7602571.0,56,,13.7,101874395.0,0,59,77,13071037.0,1419708.0,17099.0,205,105,5.275147967362984e+21,0,116,108
