ViafId,GeoNamesId,CommonsCategory,OpenStreetMapRelationId,ArchInformLocationId,WhosOnFirstId,AssociatedPeopleCategory,MusicBrainzAreaId,NationalLibraryOfIsraelJ9uId,OfficialWebsite,CountryName,StoreNorskeLeksikonId,BirthsCategory,MainCategory,FreebaseId,LibraryOfCongressAuthorityId,CoatOfArmsImage,INaturalistPlaceId
4.272149068577766e+21,2620209.0,158,2098067.0,16126.0,1394014153.0,130,31,,86,15,99,314,159,8,0,79,51001.0
129546938.0,3181553.0,310,44882.0,2349.0,85685253.0,380,44,9.870075643543052e+17,136,25,33,314,310,215,0,263,33146.0
316429670.0,3128758.0,22,2417889.0,,,37,241,9.870075463200051e+17,0,52,174,12,23,433,404,236,140344.0
134885503.0,659184.0,161,1666766.0,,101814005.0,132,29,9.870075575815052e+17,219,17,275,90,162,191,292,179,
150023893.0,6254927.0,295,162109.0,2888.0,85688481.0,239,173,9.870075549545052e+17,380,61,200,168,293,251,50,100,42.0
155908018.0,2852458.0,307,62369.0,300.0,101748815.0,251,218,9.870075573749052e+17,385,19,207,302,307,330,15,141,98460.0
143132029.0,830703.0,206,2102313.0,2939.0,85683081.0,169,87,9.870075621920051e+17,102,17,136,116,207,186,338,208,30118.0
149081175.0,2712409.0,141,278620.0,,,115,217,9.870075332503052e+17,76,54,174,314,143,455,376,170,44844.0
154831068.0,656084.0,182,1518903.0,504.0,907199101.0,150,389,9.870075670274052e+17,332,17,115,103,183,193,335,190,
6.145602330301361e+18,830682.0,390,1702263.0,16167.0,85683113.0,303,111,9.870075582193052e+17,215,17,270,223,382,161,402,161,30127.0
150062687.0,649374.0,208,345901.0,515.0,907198647.0,171,72,9.870075548387052e+17,347,17,137,118,209,109,11,209,
151996116.0,2747372.0,413,192737.0,1305.0,101752763.0,323,39,9.870075596601052e+17,209,33,88,239,407,281,60,146,17513.0
144231507.0,6093943.0,284,68841.0,2881.0,85682057.0,230,59,9.870075595300051e+17,377,10,194,159,283,247,66,98,6883.0
154077103.0,5350937.0,125,112443.0,11310.0,85922995.0,104,195,9.870075573543052e+17,218,61,174,70,126,411,163,236,
317087432.0,830699.0,387,2067231.0,16163.0,85683103.0,301,210,,212,17,269,221,379,158,0,160,30120.0
312739635.0,4140963.0,455,5396194.0,2020.0,85931779.0,360,271,9.870075548080051e+17,208,61,312,264,452,437,39,295,7643.0
227690782.0,2637487.0,391,127864.0,7814.0,101750311.0,304,81,9.870075643400051e+17,164,60,254,224,383,365,113,236,
159439594.0,830685.0,68,1701740.0,2959.0,85683117.0,67,237,9.870075572502052e+17,97,17,159,37,64,185,160,200,30122.0
239147754.0,2675396.0,380,398040.0,49733.0,,296,123,9.870075643524051e+17,162,54,250,217,372,418,0,301,44984.0
140666509.0,830603.0,215,1724359.0,2826.0,85683147.0,174,95,9.870075480686052e+17,351,17,139,120,212,99,182,210,49280.0
315126489.0,830708.0,119,38092.0,16166.0,85683073.0,305,404,9.870075342876051e+17,184,17,67,66,385,150,403,328,49282.0
159364353.0,6183235.0,461,1790696.0,8156.0,101734959.0,365,85,9.870075480903052e+17,257,10,317,269,458,426,120,127,63780.0
125506010.0,656131.0,175,1855918.0,,907199069.0,145,400,9.870075528428051e+17,223,17,109,99,176,62,291,254,
1.1691581882568202e+21,6362983.0,467,345740.0,1688.0,404347363.0,370,363,9.870075549538052e+17,438,52,321,273,464,370,52,51,
245629811.0,552548.0,341,393980.0,14996.0,85688193.0,385,253,9.870075308055052e+17,10,42,119,280,331,69,364,49,13376.0
122530980.0,2950159.0,24,62422.0,289.0,85682499.0,39,300,9.870075595303052e+17,270,19,16,13,25,21,64,62,12872.0
268483981.0,5014227.0,456,359767.0,19457.0,102083147.0,361,209,9.870075525284051e+17,196,61,174,265,453,416,144,294,986.0
140306806.0,,351,,,,405,241,9.870072673307052e+17,0,51,213,314,342,93,226,124,
238501890.0,3147022.0,227,412409.0,,1159297573.0,182,181,,357,36,147,314,223,231,0,221,40276.0
151260412.0,4634946.0,196,197353.0,30855.0,101722865.0,161,55,9.870075526226052e+17,43,61,174,110,198,306,140,236,
159457932.0,656688.0,168,2259189.0,502.0,101814019.0,138,236,9.870075505745052e+17,329,17,104,94,169,78,275,182,
157731737.0,2937935.0,288,73347.0,,,414,241,9.870075672902052e+17,37,19,174,314,98,57,0,236,
133730618.0,1606146.0,382,1908822.0,,85678603.0,414,60,9.870075599828051e+17,163,56,174,314,374,83,320,236,13267.0
159439594.0,830685.0,68,1701740.0,2959.0,85683117.0,67,237,9.870075572502052e+17,97,17,159,37,64,185,160,200,30122.0
151720959.0,2925533.0,122,62400.0,315.0,85796795.0,102,28,9.870075572522052e+17,217,19,77,68,123,165,159,340,98470.0
137205907.0,4168618.0,297,1210726.0,18550.0,102085759.0,242,158,9.870075524908051e+17,240,61,174,171,297,386,196,236,2864.0
151263873.0,656821.0,165,2522178.0,,907199351.0,135,225,9.870075596461052e+17,327,17,101,92,166,192,164,180,
133763407.0,6453369.0,278,405159.0,,1159297293.0,223,311,9.870075648894052e+17,373,36,185,314,276,41,341,241,40380.0
139487820.0,498817.0,355,337422.0,7987.0,85688069.0,275,192,9.870075549687052e+17,13,42,257,198,347,261,259,50,11798.0
140928827.0,830667.0,274,1724360.0,16170.0,85683143.0,220,126,9.870074825454052e+17,381,17,181,154,271,160,4,257,49281.0
159439594.0,830685.0,68,1701740.0,2959.0,85683117.0,67,237,9.870075572502052e+17,97,17,159,37,64,185,160,200,30122.0
124251001.0,798549.0,347,90689.0,3033.0,85633745.0,404,140,9.870075618179052e+17,82,41,225,193,338,256,81,104,8858.0
123237520.0,1138957.0,183,,,85667603.0,151,190,9.870075600172051e+17,0,0,174,314,184,142,344,236,10329.0
140666509.0,830603.0,215,1724359.0,2826.0,85683147.0,174,95,9.870075480686052e+17,351,17,139,120,212,99,182,210,49280.0
234536747.0,4927537.0,435,127427.0,40181.0,85942401.0,342,318,9.870075620713052e+17,44,61,174,252,432,441,217,236,
154714874.0,2749990.0,268,47696.0,2869.0,85687035.0,216,40,9.870072658962052e+17,282,33,175,149,265,345,75,237,11469.0
132508096.0,4684888.0,93,6571629.0,2002.0,101724385.0,81,362,9.870075549507052e+17,61,61,53,55,90,342,55,305,
132441370.0,1835841.0,389,307756.0,3047.0,85632231.0,411,285,9.870075547915052e+17,98,50,271,222,381,263,148,150,6891.0
131353338.0,2515271.0,311,349031.0,,85682821.0,381,118,9.870075668652051e+17,0,52,140,288,311,5,229,260,49275.0
154232337.0,4903780.0,265,126777.0,34412.0,85939511.0,213,155,9.870075503109052e+17,118,61,174,301,262,440,189,236,
143062944.0,6551163.0,353,1187159.0,440.0,101748535.0,272,101,9.870075643183052e+17,396,19,228,303,344,2,179,142,
134878296.0,5225535.0,454,2554903.0,20476.0,102081219.0,359,241,9.870075319638052e+17,0,61,174,263,451,408,272,236,1586.0
131953847.0,5110302.0,50,9691750.0,3604.0,421205765.0,58,250,9.870075642205052e+17,38,61,37,29,49,325,173,236,74220.0
152454871.0,2649469.0,118,1905841.0,6089.0,85684569.0,20,377,9.870075319625052e+17,305,60,74,65,120,395,273,55,30465.0
150023893.0,6254927.0,295,162109.0,2888.0,85688481.0,239,173,9.870075549545052e+17,380,61,200,168,293,251,50,100,42.0
132694577.0,2701221.0,190,935400.0,,,157,251,9.870075311254052e+17,338,54,122,314,192,467,382,197,44968.0
125475793.0,5551752.0,9,162018.0,2690.0,85688719.0,29,290,9.870075595313052e+17,204,61,7,5,9,446,61,236,40.0
143849075.0,4138106.0,101,162069.0,,85688741.0,360,241,9.870075502493052e+17,62,61,61,264,101,472,21,236,5.0
315126489.0,830708.0,119,38092.0,16166.0,85683073.0,305,404,9.870075342876051e+17,184,17,67,66,385,150,403,328,49282.0
131970451.0,6155721.0,393,2387995.0,9301.0,101736345.0,306,353,9.870075528148051e+17,167,10,174,225,386,79,306,236,
128171886.0,6268943.0,17,,,,33,13,9.870074893136051e+17,0,48,174,314,18,51,0,236,11914.0
140928827.0,830667.0,274,1724360.0,16170.0,85683143.0,220,126,9.870074825454052e+17,381,17,181,154,271,160,4,257,49281.0
126675123.0,5379524.0,285,396466.0,4336.0,102080847.0,231,213,9.870075503331052e+17,236,61,174,160,284,318,244,236,2738.0
132514541.0,3145582.0,252,406845.0,,1159297499.0,203,130,,363,36,163,314,250,308,0,230,40176.0
126665154.0,3162212.0,53,406136.0,3132.0,1159297009.0,61,343,9.870075643259052e+17,205,36,39,314,52,385,177,29,40012.0
130169058.0,6254926.0,243,61315.0,2844.0,85688645.0,198,7,9.870075525314052e+17,361,61,158,136,241,245,31,87,2.0
153635579.0,643485.0,291,,9552.0,,414,241,9.870075551299052e+17,0,17,174,314,289,98,313,245,13006.0
147905052.0,2686656.0,473,935628.0,,,395,288,9.870075332508051e+17,122,54,174,314,470,462,375,363,44921.0
155980466.0,632674.0,433,2248587.0,,,340,320,9.870075621162052e+17,421,17,296,250,430,155,322,326,
168356875.0,2756070.0,111,415473.0,13900.0,101751871.0,94,197,9.870075642339052e+17,301,33,71,63,113,427,107,154,17377.0
148933771.0,2661739.0,60,1686649.0,2687.0,85682353.0,27,313,9.870075620083052e+17,264,55,5,284,7,115,296,337,12660.0
139542019.0,648901.0,216,2273016.0,48331.0,907198887.0,175,176,9.870075620870052e+17,228,17,302,121,213,87,98,212,
139623547.0,650861.0,200,2472594.0,513.0,907198969.0,164,129,9.870075576164051e+17,343,17,130,113,202,134,340,203,
139544428.0,5392171.0,360,112143.0,1868.0,85922347.0,280,394,9.870075503294052e+17,153,61,233,201,351,340,137,236,
315126489.0,830708.0,119,38092.0,16166.0,85683073.0,305,404,9.870075342876051e+17,184,17,67,66,385,150,403,328,49282.0
154758959.0,2953481.0,19,62611.0,2695.0,85682567.0,34,117,9.870075502952051e+17,266,19,12,9,20,374,131,167,12870.0
158422957.0,2694759.0,224,935467.0,,,179,281,9.870075310762052e+17,107,54,174,314,220,279,366,216,44926.0
247369290.0,831040.0,319,1703362.0,16160.0,85683091.0,253,350,,127,17,209,180,319,187,0,269,
151255387.0,4361885.0,242,162112.0,2843.0,85688501.0,197,46,9.870075596698052e+17,360,61,157,135,240,229,59,86,39.0
124345077.0,5586500.0,36,1416617.0,18836.0,102085163.0,414,241,9.870075668400051e+17,280,61,174,18,36,420,0,236,2881.0
146568886.0,4682500.0,79,1837688.0,20715.0,102086765.0,72,381,9.870075643435052e+17,51,61,174,43,76,407,114,284,3024.0
3.457154015352109e+21,8128755.0,362,2524088.0,,907199751.0,282,98,,246,17,174,314,353,242,0,195,
157097299.0,8354719.0,264,,,,414,241,,0,0,174,314,474,472,150,236,13792.0
126125773.0,5318313.0,420,253824.0,1781.0,85917235.0,329,183,9.870075643512051e+17,177,61,285,242,414,355,104,236,
126028111.0,4887398.0,72,122604.0,1820.0,85940195.0,70,68,9.870075503572051e+17,207,61,45,40,68,63,22,68,49906.0
152620751.0,4736286.0,411,114690.0,2928.0,85688753.0,322,393,9.870075596247052e+17,413,61,278,238,405,278,212,123,18.0
159367111.0,1861060.0,176,382313.0,2998.0,85632429.0,401,76,9.870075502402052e+17,0,26,110,100,177,180,23,194,6737.0
259327743.0,2676174.0,404,398919.0,,,315,348,9.870075310693052e+17,161,54,268,314,398,450,367,311,44982.0
150216691.0,3139111.0,375,406125.0,,1159297495.0,293,216,9.870075672907052e+17,158,36,245,314,367,38,351,298,40025.0
138972861.0,4896861.0,167,122586.0,2804.0,85688697.0,137,215,9.870075618141052e+17,328,61,103,93,168,209,84,236,35.0
140751981.0,2934245.0,332,63306.0,,,414,241,9.870075598438052e+17,274,19,174,314,104,58,0,93,
240182577.0,6453405.0,202,405981.0,3705.0,1159296703.0,165,63,,344,36,131,114,203,40,0,204,40419.0
123237520.0,7729752.0,264,,,421171977.0,414,241,,0,0,174,314,474,364,344,236,13572.0
151257487.0,3577279.0,11,1231749.0,,85632295.0,1,267,9.870075643561052e+17,25,28,8,307,12,378,101,59,8359.0
152376980.0,3202326.0,87,214885.0,2297.0,85633229.0,9,186,9.870075550427052e+17,190,12,132,50,85,103,254,70,8196.0
126093794.0,660074.0,115,2506773.0,,907198669.0,98,91,9.870075456420051e+17,304,17,174,314,117,130,20,224,
173548673.0,,123,,,,414,241,,0,15,174,314,124,7,35,164,
9.014554238529664e+19,11071625.0,16,3792877.0,2693.0,1108826389.0,32,14,,0,18,11,308,17,9,0,9,
141931875.0,2673723.0,396,398021.0,,,414,193,9.870075551002052e+17,16,54,174,314,391,179,317,308,44985.0
147905052.0,2686656.0,473,935628.0,,,395,288,9.870075332508051e+17,122,54,174,314,470,462,375,363,44921.0
154769497.0,2666218.0,428,54220.0,2281.0,85688439.0,334,198,9.870075550650052e+17,40,54,293,245,424,431,199,320,12026.0
312794080.0,2891122.0,194,62763.0,472.0,101748869.0,160,254,9.870075618079052e+17,341,19,125,109,196,361,87,137,98634.0
144231507.0,6093943.0,284,68841.0,2881.0,85682057.0,230,59,9.870075595300051e+17,377,10,194,159,283,247,66,98,6883.0
154831068.0,656084.0,182,1518903.0,504.0,907199101.0,150,389,9.870075670274052e+17,332,17,115,103,183,193,335,190,
4.272149068577766e+21,2620209.0,158,2098067.0,16126.0,1394014153.0,130,31,,86,15,99,314,159,8,0,79,51001.0
151996116.0,2747372.0,413,192737.0,1305.0,101752763.0,323,39,9.870075596601052e+17,209,33,88,239,407,281,60,146,17513.0
151843145.0,2945356.0,43,62504.0,2708.0,85682553.0,52,156,9.870075668628051e+17,283,19,29,22,42,36,358,130,9190.0
159473236.0,2721357.0,31,54413.0,17000.0,85688383.0,414,283,9.870075644218052e+17,93,54,174,17,31,394,308,21,11997.0
150062687.0,649374.0,208,345901.0,515.0,907198647.0,171,72,9.870075548387052e+17,347,17,137,118,209,109,11,209,
130168302.0,6252001.0,425,148838.0,3058.0,85633793.0,0,112,9.870072691397052e+17,418,61,287,283,421,299,24,168,1.0
140174177.0,2657895.0,65,1690227.0,2960.0,85682309.0,389,162,9.870075572398052e+17,439,55,323,287,60,84,318,355,12678.0
159473236.0,2721357.0,31,54413.0,17000.0,85688383.0,414,283,9.870075644218052e+17,93,54,174,17,31,394,308,21,11997.0
140911838.0,3337499.0,458,104401.0,8485.0,85687271.0,363,180,9.870074893175052e+17,178,38,301,267,455,49,1,251,11624.0
138371274.0,2644210.0,225,,768.0,101750547.0,180,293,9.870075477931052e+17,108,60,146,124,221,225,183,82,
144231507.0,6093943.0,284,68841.0,2881.0,85682057.0,230,59,9.870075595300051e+17,377,10,194,159,283,247,66,98,6883.0
124364018.0,2964179.0,85,335444.0,42850.0,85685097.0,414,100,9.870075526962052e+17,309,40,82,48,83,402,0,219,10799.0
154773300.0,6539814.0,383,40620.0,12649.0,101838543.0,297,185,9.870075642070052e+17,57,25,252,314,375,32,223,302,
247243400.0,655823.0,177,2521759.0,13869.0,907199609.0,146,109,9.870075480772051e+17,333,17,111,101,178,111,123,186,
144231507.0,6093943.0,284,68841.0,2881.0,85682057.0,230,59,9.870075595300051e+17,377,10,194,159,283,247,66,98,6883.0
154758959.0,2953481.0,19,62611.0,2695.0,85682567.0,34,117,9.870075502952051e+17,266,19,12,9,20,374,131,167,12870.0
135978180.0,718075.0,272,53293.0,6006.0,85632373.0,17,399,9.870075572153052e+17,254,35,178,152,270,311,258,92,10303.0
143849075.0,4138106.0,101,162069.0,,85688741.0,360,241,9.870075502493052e+17,62,61,61,264,101,472,21,236,5.0
312732044.0,5883102.0,4,391186.0,2683.0,85682091.0,24,20,9.870075595304051e+17,261,10,174,2,4,380,63,58,6834.0
140728561.0,643493.0,290,2711874.0,524.0,907199459.0,235,143,9.870075668594052e+17,378,17,289,164,288,74,268,244,
189116956.0,2921044.0,133,51477.0,2979.0,85633111.0,111,200,9.870075597787052e+17,297,19,286,75,134,174,210,73,7207.0
154773300.0,6539814.0,383,40620.0,12649.0,101838543.0,297,185,9.870075642070052e+17,57,25,252,314,375,32,223,302,
147680367.0,5332921.0,57,165475.0,2810.0,85688637.0,64,263,9.870075595203052e+17,286,61,41,34,56,96,70,236,14.0
127901236.0,745042.0,173,223474.0,2465.0,85679237.0,143,278,9.870075646424051e+17,90,57,174,97,174,146,332,236,7184.0
129127119.0,3214106.0,336,2811874.0,,,414,241,9.870075650179052e+17,150,19,174,314,417,66,0,236,
144231825.0,3078610.0,49,438171.0,1755.0,101748109.0,57,161,9.870075596555052e+17,285,13,35,28,48,356,76,28,
133780565.0,656790.0,166,2524087.0,,907199297.0,136,97,9.870075673841052e+17,222,17,102,314,167,172,345,181,
317087432.0,830699.0,387,2067231.0,16163.0,85683103.0,301,210,,212,17,269,221,379,158,0,160,30120.0
155932452.0,3013767.0,152,7413.0,2741.0,85683397.0,124,152,9.870075595100051e+17,321,18,94,85,153,405,165,14,30198.0
128747843.0,5809844.0,369,237385.0,2022.0,101730401.0,288,18,9.870075595173052e+17,402,61,238,209,360,336,73,292,
133156117.0,3164697.0,315,45347.0,2650.0,85685231.0,414,212,9.870075502243052e+17,139,25,174,314,315,221,135,267,33156.0
134440270.0,2975517.0,364,7425.0,43.0,85683265.0,284,352,9.870075573309052e+17,156,18,236,204,355,398,203,12,30230.0
155870729.0,2761369.0,439,109166.0,1385.0,85681667.0,346,272,9.870075548061052e+17,433,3,315,256,436,347,40,357,10471.0
133676653.0,4990729.0,99,134591.0,1908.0,85951091.0,86,273,9.870075595191052e+17,210,61,59,60,99,144,77,288,
132546869.0,3220804.0,211,62744.0,2540.0,1125385399.0,227,241,9.870075528169052e+17,121,19,174,314,280,140,305,344,98428.0
245629811.0,552548.0,341,393980.0,14996.0,85688193.0,385,253,9.870075308055052e+17,10,42,119,280,331,69,364,49,13376.0
143132029.0,830703.0,206,2102313.0,2939.0,85683081.0,169,87,9.870075621920051e+17,102,17,136,116,207,186,338,208,30118.0
147762058.0,5303754.0,240,1832201.0,12189.0,102087421.0,195,102,9.870075668204051e+17,358,61,174,134,238,399,285,236,1861.0
126665154.0,3162212.0,53,406136.0,3132.0,1159297009.0,61,343,9.870075643259052e+17,205,36,39,314,52,385,177,29,40012.0
234536747.0,4927537.0,435,127427.0,40181.0,85942401.0,342,318,9.870075620713052e+17,44,61,174,252,432,441,217,236,
140693020.0,4580543.0,138,193989.0,4437.0,101721075.0,113,37,9.870075573691052e+17,81,61,174,78,140,305,18,236,
125475793.0,5551752.0,9,162018.0,2690.0,85688719.0,29,290,9.870075595313052e+17,204,61,7,5,9,446,61,236,40.0
312739635.0,4140963.0,455,5396194.0,2020.0,85931779.0,360,271,9.870075548080051e+17,208,61,312,264,452,437,39,295,7643.0
157752488.0,3247900.0,186,62652.0,425.0,101748541.0,154,89,9.870075551761052e+17,336,19,116,106,187,118,279,192,108217.0
247680186.0,500059.0,352,71950.0,42674.0,85687963.0,271,187,9.870075668467052e+17,395,42,224,196,343,145,269,105,11851.0
3.9301561332315587e+21,3183878.0,414,,,,414,241,,173,1,174,314,474,472,0,236,
153665427.0,653274.0,192,2528662.0,,,159,137,9.870075670276051e+17,340,17,124,314,194,170,334,199,
144231507.0,6093943.0,284,68841.0,2881.0,85682057.0,230,59,9.870075595300051e+17,377,10,194,159,283,247,66,98,6883.0
204974159.0,8334607.0,86,,,101751943.0,77,227,,243,41,50,49,84,97,0,270,103405.0
317000210.0,,356,8387498.0,,1126115101.0,276,241,,427,10,174,314,474,280,0,236,
136053383.0,2867539.0,335,63594.0,,,414,241,9.870075528664051e+17,276,19,174,314,255,59,277,93,
123286941.0,660080.0,114,,498.0,101816179.0,97,305,9.870075651115052e+17,303,17,174,314,116,129,0,163,
139542019.0,648901.0,216,2273016.0,48331.0,907198887.0,175,176,9.870075620870052e+17,228,17,302,121,213,87,98,212,
143132029.0,830703.0,206,2102313.0,2939.0,85683081.0,169,87,9.870075621920051e+17,102,17,136,116,207,186,338,208,30118.0
138362616.0,4684904.0,92,1837698.0,20728.0,102080647.0,82,10,9.870075643466052e+17,296,61,174,54,91,406,112,236,1281.0
239281976.0,5045360.0,354,136612.0,4124.0,85953191.0,274,228,9.870075525982052e+17,409,61,256,197,346,309,247,236,
130214719.0,650950.0,199,2485457.0,512.0,907198683.0,163,0,9.870075526976051e+17,342,17,129,112,201,133,311,202,
315530036.0,8531822.0,238,2365257.0,,85901507.0,414,241,,0,12,174,314,236,264,0,236,
131350740.0,6453384.0,255,406087.0,,1159296853.0,205,279,9.870075596309052e+17,365,36,166,314,253,324,207,278,40040.0
147672478.0,,70,7717109.0,,,414,159,9.870075504721052e+17,234,10,174,314,66,168,302,236,27627.0
153553358.0,1496153.0,283,3442814.0,,102012351.0,229,8,9.870075642273052e+17,199,42,193,158,282,367,172,97,
9.425154387295232e+21,593118.0,441,968952.0,,,414,241,,253,31,174,314,438,272,0,166,
239492321.0,2641235.0,276,88066.0,4975.0,85683821.0,222,157,9.870075550840051e+17,372,60,184,314,274,362,154,5,30385.0
150062687.0,649374.0,208,345901.0,515.0,907198647.0,171,72,9.870075548387052e+17,347,17,137,118,209,109,11,209,
125426357.0,2951839.0,23,2145268.0,2703.0,85682571.0,38,224,9.870075503016051e+17,269,19,14,296,24,35,243,61,12871.0
137209937.0,2667401.0,417,935531.0,,,414,24,9.870075620528051e+17,175,54,174,314,411,451,220,315,44962.0
149921888.0,2523119.0,373,39152.0,2919.0,,291,317,9.870075548097052e+17,19,25,243,212,364,271,38,106,96908.0
2.1465222488323917e+18,6091530.0,279,390558.0,3826.0,85682075.0,224,116,9.870075480736051e+17,235,10,186,156,277,240,130,95,6853.0
137588063.0,6542281.0,294,44836.0,1116.0,101752707.0,238,194,9.870075547985052e+17,56,25,198,167,292,335,56,253,
165740729.0,639735.0,328,2377364.0,4402.0,907198665.0,261,295,9.870075646820051e+17,389,17,217,188,328,44,326,273,
123749010.0,2658205.0,63,1686699.0,3939.0,85682281.0,339,341,9.870075550594052e+17,430,55,295,314,429,68,202,354,12675.0
152454871.0,2649469.0,118,1905841.0,6089.0,85684569.0,20,377,9.870075319625052e+17,305,60,74,65,120,395,273,55,30465.0
135974315.0,4155751.0,121,162050.0,2777.0,85688651.0,101,312,9.870075618128051e+17,366,61,76,67,122,164,85,289,21.0
154757210.0,6453374.0,151,405834.0,3706.0,1159296709.0,123,11,,320,36,93,314,152,39,0,176,40302.0
146618963.0,3154084.0,145,,,101815625.0,414,391,9.870075574073052e+17,0,36,174,314,474,207,319,236,
165164043.0,3055744.0,52,22260.0,12232.0,85684859.0,60,205,9.870075618086052e+17,3,21,174,31,51,214,82,20,10763.0
168362131.0,2648997.0,127,,44791.0,,414,138,9.870075600848051e+17,0,60,174,314,128,6,331,236,
5.40215419836682e+21,545624.0,197,1020356.0,,,414,241,,2,42,174,314,199,300,0,41,42008.0
130173869.0,830686.0,271,1999428.0,16156.0,85683133.0,219,336,9.870075478125052e+17,131,17,180,151,269,148,0,256,30112.0
168356875.0,2756070.0,111,415473.0,13900.0,101751871.0,94,197,9.870075642339052e+17,301,33,71,63,113,427,107,154,17377.0
154757210.0,6453374.0,151,405834.0,3706.0,1159296709.0,123,11,,320,36,93,314,152,39,0,176,40302.0
144415127.0,2715951.0,112,935569.0,,,95,390,9.870075402028051e+17,71,54,73,314,114,154,381,157,44965.0
154714874.0,2749990.0,268,47696.0,2869.0,85687035.0,216,40,9.870072658962052e+17,282,33,175,149,265,345,75,237,11469.0
312739635.0,4140963.0,455,5396194.0,2020.0,85931779.0,360,271,9.870075548080051e+17,208,61,312,264,452,437,39,295,7643.0
158824135.0,2759793.0,6,47811.0,,,414,241,,263,33,174,314,137,218,0,336,17309.0
152376980.0,3202326.0,87,214885.0,2297.0,85633229.0,9,186,9.870075550427052e+17,190,12,132,50,85,103,254,70,8196.0
157114531.0,3134723.0,408,405156.0,16025.0,85687091.0,319,357,9.870075573105052e+17,170,36,276,236,402,34,260,314,11487.0
140883440.0,2691457.0,257,935463.0,,,206,322,9.870075355370052e+17,115,54,168,314,254,444,380,232,45073.0
158263965.0,4566966.0,317,4422604.0,3761.0,85633729.0,403,90,9.870075643547052e+17,242,61,208,178,317,250,102,120,6848.0
140725234.0,4739526.0,451,113870.0,40414.0,101723433.0,357,245,9.870075505434052e+17,194,61,311,314,448,1,246,116,
150159205.0,3046686.0,318,,,101788061.0,252,105,9.870075599135052e+17,239,21,174,179,318,235,336,172,
240324910.0,2870736.0,246,17614.0,,,414,241,9.870075642977052e+17,29,19,174,314,244,33,227,228,
137190084.0,2152274.0,322,2316595.0,2893.0,85681463.0,256,292,9.870075526534052e+17,141,2,212,183,322,359,28,48,7308.0
6.014147727657465e+21,3172391.0,245,40600.0,,,376,296,,46,25,262,314,243,12,0,56,
233013566.0,5368361.0,230,207359.0,1849.0,85923517.0,185,48,9.870075548106052e+17,227,61,150,128,226,169,43,83,962.0
144231507.0,6093943.0,284,68841.0,2881.0,85682057.0,230,59,9.870075595300051e+17,377,10,194,159,283,247,66,98,6883.0
150206771.0,660230.0,110,1724976.0,,101845571.0,93,148,9.870075673054052e+17,214,17,70,314,112,126,349,153,
4.1461530906052526e+18,2756134.0,108,413536.0,,,91,43,9.870075677213052e+17,70,33,174,62,110,219,361,72,17050.0
146565993.0,3183560.0,1,53937.0,2680.0,,21,94,9.870075549513052e+17,144,25,0,295,1,393,54,274,10867.0
138972861.0,4896861.0,167,122586.0,2804.0,85688697.0,137,215,9.870075618141052e+17,328,61,103,93,168,209,84,236,35.0
151311752.0,641000.0,303,4446212.0,45501.0,907199653.0,248,154,9.870075621133052e+17,382,17,21,175,303,124,323,258,
127757650.0,3686110.0,80,120027.0,3005.0,85632519.0,8,3,9.870075480763052e+17,315,11,46,44,78,89,125,69,7196.0
134874846.0,638937.0,348,2528474.0,528.0,907199591.0,270,378,9.870075548920051e+17,394,17,226,194,339,26,257,275,
135931454.0,745044.0,172,,1767.0,890460455.0,142,395,9.870075595299052e+17,88,57,107,96,173,297,67,236,
140751981.0,2934245.0,332,63306.0,,,414,241,9.870075598438052e+17,274,19,174,314,104,58,0,93,
131375943.0,2720496.0,39,935544.0,,,49,259,9.870075645039052e+17,281,54,174,314,38,277,307,25,45051.0
9.611557690832278e+20,449630.0,193,6555168.0,,1108720117.0,414,241,,0,23,174,314,195,138,0,236,32740.0
130205072.0,632979.0,431,1855926.0,537.0,907199149.0,337,369,9.870075622860051e+17,419,17,299,248,427,61,297,325,
236117415.0,6458771.0,235,,42226.0,,414,241,,0,55,174,314,232,366,0,31,98003.0
153591826.0,660129.0,113,36097.0,497.0,101748415.0,96,144,9.870075595223052e+17,302,17,72,64,115,315,69,158,
244543122.0,633680.0,421,,535.0,907198909.0,331,262,9.870075643336051e+17,248,17,324,305,416,317,171,317,
236548104.0,508101.0,301,1697322.0,14091.0,102003365.0,246,164,,443,42,203,314,301,217,0,46,42545.0
157214909.0,,264,,,,414,241,9.870075603681052e+17,0,43,174,314,474,472,0,115,
123141705.0,4938741.0,147,1181619.0,3304.0,102084627.0,120,241,9.870075595188051e+17,140,61,174,83,148,389,0,236,2007.0
244089236.0,2749879.0,270,47654.0,2870.0,85687053.0,218,139,9.870075642423052e+17,371,33,176,150,267,354,110,238,11470.0
267383615.0,2859444.0,426,17596.0,,,414,241,9.870075574713052e+17,30,19,174,314,422,53,293,140,
139629960.0,2784069.0,453,898562.0,8231.0,101754299.0,414,371,9.870075578874052e+17,431,6,174,314,450,16,343,356,
158272216.0,604010.0,266,52824.0,16992.0,85688471.0,214,147,9.870075643254052e+17,349,54,182,148,263,457,178,239,13233.0
131504893.0,602149.0,423,935646.0,,,332,230,9.870075311604051e+17,179,54,290,314,419,471,374,319,45025.0
137838128.0,4974313.0,286,132509.0,35064.0,85949117.0,232,134,9.870075643182052e+17,124,61,174,161,285,91,180,236,
157098389.0,292224.0,107,3766483.0,,85667983.0,89,252,9.870075573635052e+17,299,59,64,314,109,10,157,71,10413.0
