Longitude,Mapycz_Id,Latitude,Commons_Category,Nl_Cr_Aut_Id
15.8984589337,406,48.8899997281,123,538
16.1683,609,50.4806,550,518
15.452771068,348,49.1842299417,480,252
14.3269,575,48.8069,122,0
14.3695418183,432,48.8548502803,553,284
14.4677,4,50.3628,407,8
13.3803,542,49.7656,436,532
14.3505555556,0,50.0986111111,306,0
15.201389,44,50.028056,194,112
14.311814549,431,48.6160628345,545,282
15.268225888,263,49.9484449727,221,126
14.44528,515,50.09194,174,100
16.6475,470,49.1961111111,36,293
14.5377471024,112,50.6855842913,573,301
15.1147638243,141,50.9042110531,414,216
13.1335215192,70,49.3435215657,359,412
13.8156577681,304,50.2553728888,203,549
16.465745224,205,50.1647608716,417,219
14.793141676,239,50.0221181279,93,61
16.1833,633,50.4167,48,49
15.1955268772,134,50.646363041,267,150
13.3775,10,49.7475,358,191
17.5333886504,379,48.8620813652,148,333
16.2747222222,29,50.1633333333,426,225
15.8126994358,417,48.8947457385,535,277
17.6688888889,33,49.2269444444,555,285
17.3832217724,326,50.1209571993,539,278
15.3849724068,189,50.4550655029,508,492
13.8643451465,301,49.6020462223,421,222
16.0428473275,193,50.3947055594,575,302
14.2706,502,49.13,556,551
13.2805415004,133,50.262376379,274,442
17.4647590148,309,49.9884492517,39,44
16.5949,561,49.1813,604,2
14.1506427434,149,50.5110788662,483,255
12.729443668,540,50.322532483,306,0
15.0637028491,237,50.4479177834,323,0
14.5372222222,15,50.6866666667,574,332
16.1260092071,368,49.2026588627,546,467
13.5039884587,334,49.675649629,607,290
14.7695657982,262,50.0848452595,492,536
14.6125,466,50.1147222222,380,546
15.8292,606,50.6753,87,0
17.2989313464,289,49.7304528333,601,287
