Gender,Biography,BirthDate,ViafId,FirstName,Citizenship,FullName,Birthplace,Profession
1,344,822,,190,19,614,411,21
1,344,489,,190,19,300,423,84
1,34,806,,104,0,372,367,10
1,5,733,48927806.0,294,25,1119,234,73
1,24,1047,,104,0,380,320,5
1,338,787,26590574.0,216,19,781,413,51
0,344,1047,,190,11,242,320,10
1,344,564,63806529.0,191,11,704,90,108
1,601,309,163599124.0,18,0,94,455,152
0,81,1002,,91,0,328,290,60
1,585,1047,9.714845001621568e+19,66,11,278,320,108
1,530,372,115202697.0,212,19,774,290,62
1,430,443,3896005.0,234,19,849,28,152
1,478,493,165000826.0,116,19,443,267,76
1,508,823,,297,19,1134,515,63
1,23,90,298140873.0,190,16,804,159,65
0,593,285,301852891.0,167,4,593,320,76
1,162,533,19287112.0,190,19,501,273,146
1,192,1021,,16,0,90,320,112
1,264,44,27299287.0,89,16,333,301,152
1,262,196,2050405.0,123,19,455,185,146
1,222,65,6.130159613662941e+21,118,16,436,553,115
1,420,205,5.534154260614525e+21,186,16,687,171,59
1,186,434,13120240.0,220,19,793,320,52
1,178,782,,16,0,75,11,111
1,274,589,65736368.0,297,0,425,128,152
0,344,794,21455507.0,32,0,329,114,76
1,86,63,55226787.0,254,16,1074,368,65
1,412,382,296569382.0,218,19,787,329,10
0,61,1047,,31,0,181,290,35
0,328,805,19822149.0,276,6,1042,261,49
1,572,195,46320188.0,190,4,608,536,110
0,344,571,303846028.0,69,11,1115,239,152
1,99,969,8.970164782067107e+21,174,0,605,133,68
1,85,799,166435109.0,226,0,835,53,65
1,265,82,44307278.0,291,16,1103,3,47
1,150,945,,190,0,751,399,106
1,4,815,,242,0,814,133,48
1,344,817,,226,19,878,290,57
0,8,757,21502823.0,197,5,583,260,95
1,522,1020,,190,0,338,320,23
1,344,1047,,190,0,1164,320,123
1,502,437,118065884.0,24,18,153,103,152
0,50,988,,190,0,949,320,23
0,161,921,2.301152503084711e+21,284,0,1082,290,110
1,292,175,45412773.0,1,16,4,433,152
1,344,888,265056801.0,190,11,510,320,111
0,518,0,286958479.0,232,10,851,320,40
1,344,156,,190,11,664,224,115
0,228,1027,,190,0,557,146,8
1,344,436,17634837.0,16,4,61,425,73
1,365,1044,,106,13,384,331,115
1,344,625,6.214560196410132e+19,282,19,939,142,65
1,198,540,,16,19,121,334,115
1,62,569,,254,19,935,533,115
0,344,762,,113,22,397,320,125
1,496,236,,267,16,993,414,152
1,344,521,73421440.0,190,11,654,307,146
1,522,719,,278,0,1050,279,23
1,344,513,163607584.0,263,19,956,21,62
0,159,689,162277925.0,244,19,897,290,110
1,424,327,,235,19,854,580,46
1,507,168,56180672.0,48,16,229,110,111
0,344,910,296864474.0,190,0,182,295,152
1,598,298,43211222.0,190,4,794,295,152
1,344,870,164701695.0,190,0,167,290,111
1,344,125,443364.0,190,11,549,345,99
1,344,568,,45,19,222,437,152
1,198,107,,123,16,454,555,115
1,344,412,,116,19,404,289,90
1,373,376,73933352.0,127,13,469,131,65
1,531,542,,209,19,761,316,65
1,97,658,34360276.0,190,19,844,356,152
1,451,275,20789213.0,277,19,1043,387,101
1,198,594,310635121.0,268,19,995,361,115
1,250,33,13116819.0,116,16,440,290,146
1,344,353,,297,19,480,402,132
1,357,394,15188470.0,172,19,609,320,148
0,522,784,,281,0,1054,58,23
1,344,463,,191,19,709,111,111
1,500,301,79404310.0,132,19,508,149,152
1,151,814,,63,19,248,596,146
1,85,626,3373160.0,190,19,1056,338,65
1,344,216,5344967.0,173,16,648,183,146
1,72,496,,12,0,83,351,72
0,162,133,180175421.0,53,0,488,519,110
1,282,225,60122440.0,190,16,479,502,99
1,522,979,,199,0,743,320,23
1,344,1047,,190,0,1110,320,7
1,344,135,,199,11,745,550,101
0,135,868,75744221.0,114,0,396,290,99
1,404,366,45099450.0,15,19,37,182,152
1,458,288,6.153151778227718e+21,35,19,200,290,97
1,355,662,8.515177683601801e+19,73,13,292,6,148
1,344,276,4010740.0,267,19,1003,242,102
1,522,946,,190,0,367,320,23
0,140,828,8.146151957505211e+18,190,19,326,320,101
1,344,399,72779668.0,190,11,1008,320,76
0,344,495,156698976.0,246,19,888,521,73
1,154,98,5336518.0,15,16,74,325,110
1,118,109,,267,16,996,99,77
1,344,157,307299071.0,190,11,766,320,111
1,366,61,302098344.0,190,16,259,290,76
1,85,523,84258417.0,174,19,641,302,65
1,562,873,,16,0,82,290,41
1,67,856,,16,0,88,290,46
1,344,760,21792740.0,104,0,378,333,65
0,336,559,76478924.0,160,19,580,290,65
1,73,700,264169875.0,242,0,840,290,52
1,344,519,,174,19,604,357,130
1,344,682,9.153470890045082e+18,190,0,791,229,101
0,344,329,1.416072558631018e+19,190,0,464,145,152
1,344,715,78566918.0,16,19,120,596,65
1,588,93,,16,16,84,519,99
1,388,24,122194966.0,199,16,733,516,89
1,545,723,,104,19,376,521,131
1,344,212,1426657.0,190,19,759,408,110
1,344,265,,138,0,511,62,116
1,276,51,3.6841542603427246e+21,7,16,23,581,152
1,463,187,45100210.0,188,19,520,184,110
1,415,455,165772872.0,37,19,205,290,73
1,344,843,3.716362877452345e+19,190,11,389,290,114
0,46,919,81370088.0,162,0,584,290,149
1,53,1047,,190,11,199,320,150
1,364,604,30385382.0,73,13,291,332,115
1,344,467,11917181.0,190,18,803,190,102
1,344,525,7793843.0,190,19,1053,389,76
0,344,798,305147229.0,190,11,728,333,119
1,374,27,11680346.0,6,16,19,121,99
1,85,767,304671650.0,190,19,694,393,130
0,344,1047,,304,11,1156,320,111
1,344,536,171323264.0,190,11,926,237,111
1,399,237,171609321.0,242,16,829,290,146
1,445,583,166566982.0,99,19,351,270,99
0,344,981,2.515468174324786e+19,91,0,330,37,152
1,344,26,72758938.0,116,16,357,501,12
0,405,977,,190,9,1121,74,91
1,563,688,45174294.0,118,13,434,235,146
0,123,903,,17,0,28,320,94
1,509,441,10018605.0,190,11,711,468,152
1,262,630,,190,0,974,74,152
1,340,159,,190,16,950,389,76
1,52,997,,16,0,85,290,27
1,140,546,311334208.0,190,19,652,333,101
1,344,770,302594399.0,307,0,1162,290,73
1,52,980,,174,0,633,320,27
1,262,834,265700693.0,15,0,56,308,99
1,278,538,10068310.0,24,0,1,133,152
1,494,500,29381959.0,145,19,543,127,152
1,480,322,113526243.0,223,19,862,183,76
1,344,385,121298422.0,15,19,65,348,110
1,152,424,,77,0,302,479,108
1,344,744,88509053.0,265,19,979,517,14
1,597,253,163729878.0,190,16,41,373,152
1,504,470,,16,0,22,56,13
1,63,999,,190,0,363,276,38
1,524,996,,190,15,225,463,25
0,11,321,84258660.0,71,19,290,472,76
1,248,727,1.1661543810650302e+21,242,19,836,290,146
1,210,595,101769163.0,242,0,430,588,152
0,344,893,8.229152381806702e+21,135,19,498,603,152
1,344,484,169997479.0,204,0,754,500,148
1,275,505,23001257.0,272,19,1027,176,146
0,40,1025,,141,0,517,203,22
1,344,853,107925020.0,242,0,882,290,65
1,337,547,239253717.0,254,19,1067,217,99
0,221,695,1249206.0,113,0,395,370,148
0,522,936,,32,0,185,320,23
1,344,47,,173,11,618,372,115
1,344,481,6666939.0,190,19,921,132,58
1,600,407,84259109.0,174,19,635,28,152
1,515,1043,,7,22,806,521,132
1,359,562,101805135.0,127,13,466,51,111
1,552,349,62346599.0,116,19,415,495,152
1,95,830,306324847.0,16,0,77,124,114
0,522,987,,193,13,717,68,23
0,385,993,,190,15,281,286,21
1,344,78,5.920154137646215e+21,190,11,548,290,99
1,31,210,89409382.0,149,16,525,490,9
1,85,711,311404713.0,273,0,1031,400,65
1,344,657,23920623.0,16,4,114,68,68
1,344,464,29399220.0,15,11,55,106,152
1,108,659,164388458.0,220,0,801,290,69
0,6,112,81172730.0,190,25,223,290,131
1,485,487,65309156.0,24,19,146,593,146
1,543,88,72750192.0,33,16,193,595,115
1,558,573,16821223.0,264,19,968,34,24
0,225,821,,34,19,180,290,132
1,18,756,1.1871542608978245e+21,104,0,368,81,100
1,230,884,161310731.0,272,0,1091,290,76
1,522,1040,,109,0,385,320,23
1,488,740,216991095.0,174,19,629,63,152
1,344,517,43143606.0,173,11,667,298,130
1,434,273,305094016.0,173,16,692,290,61
1,344,158,162438682.0,209,0,764,140,116
1,522,882,,190,0,175,320,23
1,330,12,71481124.0,96,6,341,407,129
1,522,888,,297,0,1136,320,23
1,140,466,170907124.0,254,0,923,17,101
1,97,656,,45,0,221,290,68
1,526,31,165953493.0,67,13,279,507,115
1,301,1015,,16,0,63,133,132
0,224,900,,167,0,594,97,132
0,324,810,85016720.0,110,19,388,68,102
1,477,498,52102449.0,190,19,991,19,76
1,371,43,101911629.0,299,16,1143,374,152
1,241,865,,199,0,744,320,67
1,345,959,103688963.0,12,12,67,290,10
1,85,652,189015414.0,5,19,17,302,65
1,344,518,88017363.0,190,11,802,525,76
1,312,1007,,213,0,776,85,27
1,344,1047,3.814991247650621e+19,225,11,815,320,7
1,403,226,50618304.0,209,19,756,531,110
1,536,780,232817572.0,219,0,790,290,101
1,575,638,,190,0,139,355,115
0,121,1047,,190,11,591,320,68
0,304,1013,,23,0,134,43,10
0,369,45,163971581.0,70,16,288,179,152
1,160,160,45993702.0,174,16,638,399,110
1,568,189,300660063.0,209,16,765,453,101
1,409,444,,216,19,782,428,10
0,344,334,78754535.0,182,19,681,406,29
1,25,421,,297,0,1133,290,130
0,298,992,,56,25,243,290,56
0,344,946,300574637.0,9,0,35,521,146
1,522,882,,190,0,72,320,23
1,173,456,,99,0,352,524,111
1,181,148,28733727.0,105,16,382,365,111
1,32,739,79571449.0,15,19,40,532,152
1,522,908,,26,0,163,320,23
1,97,650,,190,0,930,68,68
1,187,57,171920947.0,4,16,13,290,110
1,314,435,,190,0,533,444,152
1,344,163,,16,16,104,183,12
1,344,25,8.814812054509478e+19,229,16,838,295,106
1,344,497,311499599.0,190,11,131,27,99
1,97,974,,175,0,644,195,68
0,376,10,57522373.0,32,14,184,389,30
1,252,224,5.446154260437624e+21,190,16,478,438,146
0,386,671,51427677.0,293,15,283,290,111
0,522,952,,10,0,48,375,23
1,344,440,162009750.0,254,19,1066,489,130
1,344,143,,100,0,355,68,7
1,162,400,72294566.0,190,19,696,432,111
0,96,586,24646187.0,238,0,866,164,152
1,591,267,23537066.0,184,16,682,485,76
0,344,50,,163,16,588,583,152
1,55,679,9.414566314640509e+19,282,19,1073,44,30
1,344,348,49633464.0,235,19,859,594,43
1,71,585,,12,0,89,84,48
1,198,668,,190,0,1002,248,115
0,344,707,4.615250115411068e+19,190,11,555,320,72
1,462,402,62860209.0,24,19,142,125,110
1,581,864,,85,0,339,68,31
1,521,1036,,107,0,386,521,21
1,344,106,36519067.0,190,16,569,396,103
1,344,534,8712779.0,187,11,686,320,152
1,344,53,,123,11,457,223,120
1,169,264,311312497.0,296,19,476,335,146
1,111,405,164797879.0,116,0,360,590,73
1,527,164,7.336154260358125e+21,190,16,157,138,101
1,48,201,68177936.0,24,16,141,376,110
1,344,1047,305222083.0,211,13,773,320,26
1,344,261,311390217.0,190,11,757,23,152
0,344,939,171122329.0,190,11,672,388,111
1,76,612,84640852.0,264,19,967,464,52
1,344,837,1.5914941500978958e+20,242,0,823,290,148
1,67,748,,26,19,158,290,46
1,262,940,9.914941506058958e+19,221,0,805,290,119
1,585,545,,124,0,294,73,130
1,522,812,,174,0,632,340,23
1,344,155,8.001449280708542e+20,190,11,1006,170,120
1,97,895,,64,0,261,159,68
1,580,161,,33,16,194,10,115
0,69,897,,11,0,47,120,78
1,344,49,89764633.0,63,16,268,194,16
1,382,867,,259,0,962,41,10
0,97,967,,190,0,846,320,68
1,212,105,300912001.0,275,16,1039,597,99
1,195,1047,,18,0,97,320,7
1,522,988,,190,0,1047,320,23
1,344,70,171451909.0,190,11,334,437,146
1,140,681,21955313.0,265,0,983,41,101
1,125,935,,190,11,458,437,94
0,522,789,,249,0,900,320,23
1,157,300,3892069.0,36,19,202,521,110
1,421,476,8680676.0,174,19,628,219,34
1,442,328,,116,19,409,200,89
1,246,1018,,220,0,792,290,144
1,226,978,,168,0,597,257,133
1,219,1047,,190,0,507,320,122
1,344,141,,80,10,307,585,0
1,396,39,20551261.0,173,16,693,447,76
1,43,670,,259,0,964,513,101
1,548,442,163803048.0,116,19,444,575,146
1,344,56,1.3714709495802508e+20,164,16,587,477,117
1,344,696,166957859.0,145,0,536,371,146
1,344,206,,63,0,247,333,3
1,344,1047,,190,11,240,320,7
1,2,982,,190,0,929,559,95
1,461,235,9386365.0,66,16,277,406,110
1,262,744,2.751581858775201e+20,265,0,982,526,152
0,262,875,305160796.0,284,0,722,290,152
0,85,979,1.3515600996034958e+20,190,0,515,320,65
1,344,936,301215629.0,190,11,166,290,111
1,143,48,302040672.0,190,11,490,475,110
1,592,397,73733893.0,237,4,809,7,76
0,391,605,,117,19,1101,166,68
1,584,972,,190,0,1142,320,123
1,280,457,13970076.0,16,0,115,290,152
1,512,510,2.014991265260621e+19,25,22,144,457,146
1,198,623,45488672.0,16,0,66,528,115
0,262,1047,,152,0,559,320,152
1,85,950,315585095.0,173,0,622,290,65
1,363,312,62737953.0,103,11,373,68,111
1,426,398,,254,19,1059,504,46
0,486,532,164682046.0,189,19,699,317,146
1,344,331,27480428.0,224,11,810,155,73
0,146,41,73548635.0,157,16,592,539,17
1,491,305,39224235.0,16,19,51,381,152
0,261,1000,,141,0,513,290,151
1,389,627,101882381.0,116,19,359,206,61
1,344,411,236938936.0,190,11,971,320,65
1,344,8,3.893166237100896e+21,267,11,999,120,101
1,377,4,166469394.0,83,14,901,242,152
1,297,801,5.101562535847081e+20,190,0,1128,290,152
1,198,101,247101664.0,210,16,772,561,115
1,344,185,21282981.0,173,16,568,165,76
0,331,846,,113,6,392,290,151
0,70,1047,,190,22,493,320,48
1,344,371,,173,19,615,278,65
0,344,722,3.931543810604303e+20,190,11,1087,290,65
1,483,220,1180851.0,190,19,1141,265,146
0,344,69,,94,16,336,439,152
1,344,786,164045324.0,190,0,15,290,65
1,326,5,315524036.0,2,7,211,68,99
1,392,74,,116,16,400,60,99
1,3,311,35605.0,111,13,472,538,6
1,318,117,164556405.0,123,24,1041,144,99
1,344,388,2.6160725855610184e+19,273,19,1017,436,111
1,309,1047,,190,0,1117,28,4
0,299,213,,246,11,889,474,110
0,344,541,32180699.0,112,11,393,300,76
0,344,828,218356162.0,193,0,714,320,148
1,565,58,180804569.0,146,16,542,159,68
1,344,15,26707582.0,130,11,482,403,99
0,126,925,308732832.0,166,0,581,290,115
1,344,811,295285589.0,18,0,100,159,65
1,344,853,1.6651656288814424e+21,190,11,238,320,148
0,198,938,6.440160364955464e+21,284,0,1084,290,115
1,193,1016,6.485162844769672e+21,277,0,1044,394,113
1,446,391,1428280.0,199,19,738,574,99
0,344,848,311316049.0,3,0,10,257,152
0,344,891,5.7151897175124074e+19,58,15,245,369,68
0,344,570,33915655.0,244,11,884,367,95
0,344,942,9.701571006137728e+20,190,11,677,68,152
1,344,378,74718133.0,116,19,408,366,111
1,511,885,161747503.0,196,11,725,259,111
1,344,955,,63,0,256,290,132
0,33,1047,,190,0,860,320,113
1,94,763,308719788.0,272,0,1028,68,65
0,344,615,313429435.0,190,11,566,320,111
1,575,337,16972605.0,190,11,427,326,115
0,180,667,307486259.0,113,19,394,246,111
0,344,635,1.1146822402107382e+19,144,0,524,290,136
1,532,142,,292,16,441,41,111
1,262,702,165067124.0,45,0,219,508,152
0,361,582,101770266.0,62,13,260,589,111
0,522,962,,193,0,721,320,23
0,176,644,,190,19,966,285,68
1,344,882,165689013.0,190,11,763,181,104
1,224,777,3.000154260558124e+21,190,0,176,133,111
1,522,707,,191,19,706,320,23
1,355,703,166164577.0,177,4,571,294,65
0,244,863,6.357151304669149e+21,32,0,331,290,72
1,248,167,7.134151112589637e+21,174,11,634,5,146
1,344,873,306263686.0,190,11,293,320,65
1,401,933,161051695.0,251,11,905,290,152
1,80,1014,,199,0,740,159,21
0,344,531,95303197.0,180,19,670,228,130
1,344,274,,0,19,106,290,111
1,224,1028,,289,0,596,133,132
1,162,697,,190,19,657,32,146
1,224,1041,,108,0,387,290,132
1,438,591,1.871543809475303e+20,290,19,1102,320,68
0,344,1047,,68,19,499,290,132
1,166,186,13363849.0,254,16,955,262,73
1,344,89,,190,16,780,60,48
1,83,494,6.244152684025824e+21,190,19,274,394,101
1,221,835,306404299.0,26,19,160,159,102
1,249,879,305455941.0,24,4,137,159,146
1,179,239,57021319.0,235,16,853,33,111
1,570,367,4.151512466383441e+20,260,11,969,320,107
0,36,983,,248,0,899,290,10
1,52,1019,,159,0,579,41,27
1,162,319,8.155464887802041e+18,190,11,414,473,111
1,277,529,269355358.0,174,19,636,240,76
1,140,827,74982131.0,199,0,742,68,101
1,344,138,3.01487520649412e+19,147,11,541,320,110
0,162,636,6.861526361655201e+20,190,0,986,441,111
1,200,128,,33,16,190,35,99
1,344,215,3.015649528991756e+19,292,16,447,598,76
1,561,774,,242,19,877,234,21
0,344,725,63371555.0,113,11,361,290,65
0,522,968,,190,0,133,320,23
0,522,1001,,21,0,135,290,23
1,35,480,,190,19,297,478,10
1,239,469,16025146.0,254,19,954,299,76
1,29,836,10181476.0,277,19,1046,290,68
1,93,685,101261707.0,145,19,535,290,152
1,344,601,,173,0,624,495,152
1,583,913,,268,19,994,394,140
1,37,151,,190,16,1104,61,130
0,263,59,29376403.0,190,16,11,349,99
1,114,248,91359873.0,33,16,188,290,76
1,251,73,3878616.0,190,16,448,320,146
1,422,416,,297,19,1138,438,87
1,344,313,42248063.0,268,19,958,198,65
1,344,731,,265,0,977,476,111
1,344,483,,98,19,347,392,72
0,522,1004,,69,0,285,320,23
1,344,184,303016245.0,190,16,8,205,68
1,162,460,,118,0,431,230,111
1,344,429,309720728.0,15,4,45,263,152
1,522,907,,26,0,172,320,23
1,220,937,152687617.0,74,0,295,410,152
1,344,790,305459160.0,261,11,972,320,68
0,522,807,,190,0,868,320,23
1,423,445,11135852.0,190,19,502,583,39
1,414,458,47708833.0,272,19,1038,295,57
1,127,272,,190,16,1129,137,152
1,473,550,95512497.0,214,19,777,246,130
1,551,317,84309712.0,116,19,413,150,152
0,344,665,164416728.0,190,0,512,80,146
0,522,908,,32,0,183,320,23
1,106,793,9.169160486132003e+21,5,0,128,571,66
1,41,341,303372004.0,145,19,522,287,14
1,571,232,300922552.0,138,19,505,386,110
1,91,575,19664576.0,24,19,154,116,64
1,460,120,,190,16,42,427,110
0,344,622,162665874.0,190,11,908,398,42
1,344,639,16614746.0,282,0,928,211,99
1,344,1047,,190,11,406,320,146
1,295,396,42696120.0,5,19,16,437,152
1,163,28,89867292.0,138,16,487,20,111
1,344,796,313507379.0,190,11,178,141,152
1,262,290,101721616.0,292,18,438,329,152
0,335,687,,238,0,869,295,23
1,344,768,1733102.0,149,0,550,290,76
1,306,37,45479960.0,97,16,342,341,101
1,162,556,4.501154260433424e+21,190,19,316,545,111
0,14,362,81403626.0,190,0,546,320,58
1,148,422,94890638.0,254,19,922,514,104
1,51,859,,6,0,21,40,25
1,307,287,7.430154260622925e+21,268,16,1001,216,142
1,522,920,,5,0,707,320,23
1,201,124,2.707154260513124e+21,123,16,456,233,99
1,97,833,137982147.0,63,0,255,290,36
0,234,590,162066364.0,244,19,898,290,76
1,140,566,106768244.0,13,0,71,37,101
0,344,970,249632052.0,190,0,673,192,19
1,260,600,,173,0,621,143,130
0,456,207,300626974.0,269,16,1009,28,68
1,435,499,2.1181580707438089e+21,190,19,855,320,65
1,402,354,6224535.0,190,19,1137,290,39
0,510,855,4594325.0,90,22,327,259,146
1,587,1047,,190,0,264,320,48
1,344,203,311334090.0,252,11,906,346,146
1,378,18,84219054.0,288,16,1096,344,73
1,344,1047,4.515268254832331e+19,131,11,485,401,110
1,271,369,249543901.0,254,0,1061,491,152
1,217,323,3.8149233327476515e+19,149,18,528,519,120
1,452,358,306299479.0,45,19,227,320,101
1,528,121,,116,16,407,225,101
1,85,318,71803277.0,173,19,658,272,99
1,253,245,2.390154075984712e+21,242,19,828,437,146
1,208,145,8.116151353547251e+21,190,16,890,342,68
1,573,304,3.756154260780325e+21,41,4,212,88,111
1,344,792,,242,0,827,290,120
1,344,420,72780446.0,138,11,492,576,146
1,47,985,,213,0,775,290,101
1,367,368,101748379.0,215,13,779,539,73
1,344,178,,190,16,1005,320,101
0,344,150,,287,16,989,385,146
1,344,577,8.743154260364224e+21,190,4,345,290,105
1,68,839,311315561.0,199,0,737,290,46
1,429,626,240264628.0,254,19,940,290,54
1,487,710,166437185.0,272,19,1033,378,146
0,247,1006,,91,0,186,290,145
1,522,888,,190,0,250,320,23
1,273,472,,124,0,1112,421,152
1,170,324,92060287.0,15,19,76,222,111
1,182,482,24226003.0,174,19,640,328,146
1,437,286,161172076.0,190,19,527,154,65
1,560,75,128253434.0,116,16,423,595,99
1,344,559,54554928.0,187,11,690,320,65
1,344,29,31151246.0,173,16,616,534,77
1,344,461,,95,0,340,236,118
1,258,193,50281663.0,254,16,913,1,146
1,344,419,48458095.0,173,0,656,320,48
1,344,908,126256273.0,173,0,617,290,65
0,344,2,,21,7,136,577,124
1,191,320,171425640.0,190,11,439,113,111
1,569,241,,49,16,232,456,55
1,358,137,301261266.0,123,13,483,177,99
1,585,795,1.7931542608573243e+21,242,4,824,290,101
1,344,593,24004675.0,190,11,1062,320,65
1,343,690,8.062147967374483e+21,282,19,1068,316,115
1,344,351,,119,11,445,75,106
1,522,837,,190,0,1048,320,23
0,344,1047,,239,0,872,320,48
0,74,924,9.954154260589122e+21,166,0,586,290,52
1,155,52,301887652.0,33,16,192,112,110
1,147,492,2.6155189999482126e+19,254,0,1071,438,104
1,400,6,55381922.0,116,7,417,363,152
1,520,32,312734518.0,181,16,671,313,152
1,67,749,,16,0,122,246,46
0,522,882,,161,0,582,320,23
1,344,901,315100917.0,104,11,377,28,65
0,13,624,245457129.0,190,11,1088,487,18
1,344,742,305082171.0,190,0,627,390,18
0,522,988,,190,0,1120,320,23
