ViafId,Country,Population,MusicBrainzAreaId,OfficialWebsite,CoatOfArms,OpenStreetMapRelationId,Latitude,GeoNamesId,CommonsCategory,Longitude,WhosOnFirstId,MainCategory,Image,FreebaseId,INaturalistPlaceId
3.5144782953960296e+19,14,841600.0,132,47,230,43992.0,45.0791666667,3165525.0,289,7.6761111111,85862773.0,282,256,176,
168643745.0,10,144226.0,52,30,24,7381.0,45.0333333333,3028791.0,56,3.1,85683517.0,56,90,287,30144.0
316431278.0,10,0.0,159,0,181,9823701.0,10.2938888889,4020095.0,71,-109.2172222222,85632689.0,69,11,64,10320.0
127828127.0,23,155490.0,177,263,221,162800.0,51.6892,2747350.0,0,5.3031,,310,222,316,17287.0
8.214542456398683e+19,40,3113000.0,129,0,8,58437.0,52.35,2634895.0,305,-3.6333333333,,299,33,240,6886.0
152072361.0,10,76519.0,2,88,163,7421.0,44.3333333333,2997288.0,145,3.6,85683453.0,140,205,224,30186.0
6.014147727657465e+21,14,3107006.0,185,35,78,40600.0,40.8333,3172391.0,152,14.25,,148,124,20,
235522400.0,27,31425.0,159,0,181,3781315.0,26.0,411741.0,162,56.3,85675709.0,158,162,153,11530.0
7.281485742973245e+20,10,,159,0,181,,43.1394444444,,57,-0.4186111111,,57,167,125,
125209978.0,10,97351.0,87,243,55,85799.0,48.8905555556,2990970.0,165,2.2036111111,101749807.0,160,165,111,
155937641.0,39,241000.0,235,8,98,3766485.0,25.7833333333,291075.0,238,55.95,85667951.0,88,167,81,10416.0
167803551.0,10,,159,0,181,,44.48361112,,172,4.68972223,,310,167,316,
140763599.0,38,1393.0,61,266,223,1685371.0,46.1166666667,2658847.0,255,7.0166666667,1125848343.0,243,227,228,
142995804.0,40,57106398.0,155,282,131,58447.0,53.0,6269131.0,90,-1.0,1360699091.0,89,88,87,6858.0
149551740.0,14,531178.0,24,167,229,47046.0,46.50000001,3181912.0,274,11.33333334,85685271.0,264,111,33,33198.0
145382516.0,23,11721.0,19,19,4,1380239.0,53.3166666667,2759686.0,22,6.8666666667000005,101837975.0,22,249,311,17165.0
126729863.0,14,,174,112,196,42141.0,42.8547222222,3182748.0,195,13.5752777778,85685387.0,190,13,135,33158.0
141826349.0,34,2066880.0,89,67,103,218657.0,46.0,3190538.0,270,15.0,85633779.0,260,223,168,8228.0
128413012.0,38,276472.0,200,275,246,1693811.0,47.5833333333,2658372.0,61,9.0666666667,85682337.0,275,239,71,12671.0
140306806.0,35,147400000.0,159,0,116,,62.0,,250,100.0,,239,167,61,
130195798.0,41,1585055.0,105,139,181,396460.0,38.45,5389519.0,253,-121.35,102082889.0,242,225,199,2339.0
154758959.0,12,11069533.0,80,197,167,62611.0,48.5377777778,2953481.0,37,9.0411111111,85682567.0,37,243,232,12870.0
315951683.0,10,1424069.0,159,68,181,4850450.0,45.7574955,,163,4.8539737,,142,275,316,
146809177.0,36,44296.0,159,18,65,2822130.0,41.2833333333,,17,1.25,,17,272,93,
124347765.0,36,1695651.0,62,91,154,5275848.0,36.7166666667,2514254.0,213,-4.4166666667,85682787.0,207,252,312,30003.0
167021112.0,40,1098445.0,32,234,181,1916530.0,53.1,11609040.0,136,-0.2,,131,145,208,30369.0
136052582.0,41,191185.0,159,61,181,396481.0,38.78,5345659.0,85,-120.53,102086953.0,84,6,249,1795.0
136081793.0,39,3331420.0,29,215,88,4479752.0,25.2697222222,292223.0,82,55.3094444444,421174961.0,82,86,50,
147680367.0,41,39538223.0,172,203,181,165475.0,37.0,5332921.0,51,-120.0,85688637.0,51,118,62,14.0
149121152.0,34,5590.0,159,80,91,1675593.0,46.4833333333,3239105.0,160,13.7833333333,,156,133,308,44638.0
153633776.0,39,766936.0,159,216,181,,24.2075,292913.0,11,55.7447222222,421168687.0,11,24,51,
154758959.0,12,11069533.0,80,197,167,62611.0,48.5377777778,2953481.0,37,9.0411111111,85682567.0,37,243,232,12870.0
312739660.0,9,1763275.0,99,256,73,330794.0,-0.22,3652462.0,237,-78.5125,421173233.0,229,209,48,
247821920.0,10,78742.0,159,0,181,1693119.0,45.54149,3012661.0,172,3.24817,,310,167,189,
238501890.0,26,2212.0,117,237,178,412409.0,61.8386,3147022.0,141,8.5674,1159297573.0,136,147,131,40276.0
245435132.0,3,1105326.0,143,110,235,1407192.0,50.6333333333,2792411.0,138,5.5666666667,85681691.0,133,203,21,
133681437.0,36,654170.0,150,59,152,348998.0,38.0,2516394.0,207,-3.5,85682757.0,202,138,6,30002.0
158074156.0,38,1034977.0,213,199,238,1686344.0,46.84,2661551.0,59,7.6,85682381.0,58,46,67,12681.0
153665086.0,12,10338.0,98,193,118,2808122.0,47.95416667,6558185.0,30,9.63888889,101764007.0,30,36,210,
170183917.0,10,192437.0,159,219,28,7422.0,43.65,3016194.0,99,0.5833333333,85683467.0,99,35,288,30197.0
234980080.0,41,219346.0,195,36,181,8348295.0,47.2525,5812944.0,282,-122.4475,101730275.0,273,247,2,
139090781.0,10,166077.0,217,187,21,7380.0,44.0952777778,3038050.0,15,6.24,85683509.0,15,39,279,30217.0
316733280.0,36,1175.0,40,131,142,342189.0,43.1522612,6359956.0,236,-5.9724504154,1126031055.0,228,175,79,
158824135.0,23,917923.0,159,188,234,47811.0,52.3666666667,2759793.0,18,4.8833333333,,102,167,123,17309.0
155932452.0,10,1434367.0,101,225,30,7413.0,43.4166666667,3013767.0,107,1.5,85683397.0,108,202,291,30198.0
153613090.0,3,88854.0,135,180,0,912312.0,50.9383333333,2803448.0,1,4.0391666667,101754309.0,1,16,27,
261909586.0,2,453558.0,234,12,75,2354197.0,-35.45,2177478.0,32,148.9805555556,85681493.0,32,38,313,12986.0
150098761.0,10,331415.0,186,20,22,7430.0,44.6666666667,3037147.0,23,4.4166666667,85683421.0,23,95,286,30224.0
158263965.0,41,3285874.0,56,173,115,4422604.0,18.25,4566966.0,232,-66.5,85633729.0,224,121,155,6848.0
233699358.0,36,5704697.0,138,213,150,349035.0,41.45,3128759.0,197,2.0833333333,85682663.0,192,189,5,30022.0
144231507.0,5,14223942.0,39,245,96,68841.0,50.0,6093943.0,178,-85.0,85682057.0,172,27,151,6883.0
159635910.0,29,2915245.0,215,147,185,224457.0,51.0833333333,3337492.0,144,16.3833333333,85687301.0,139,84,70,11617.0
139090781.0,10,166077.0,217,187,21,7380.0,44.0952777778,3038050.0,15,6.24,85683509.0,15,39,279,30217.0
150089700.0,36,944275.0,55,210,155,348986.0,42.4333333333,3113208.0,219,-8.6333333333,85682825.0,213,123,17,30037.0
125479061.0,41,1936259.0,106,268,227,396501.0,37.36,5393021.0,259,-121.97,102081673.0,247,229,258,1250.0
158263965.0,41,3285874.0,56,173,115,4422604.0,18.25,4566966.0,232,-66.5,85633729.0,224,121,155,6848.0
204709298.0,10,,159,0,181,,48.67237431,,172,6.30987259,,310,167,316,
143085917.0,12,27482.0,15,217,240,939334.0,47.5,6558814.0,95,11.0833333333,101788871.0,95,100,78,
3.446159820942314e+21,14,,34,117,201,42212.0,43.30025,3174379.0,210,13.4533027778,85685383.0,205,12,136,33160.0
158263965.0,41,3285874.0,56,173,115,4422604.0,18.25,4566966.0,232,-66.5,85633729.0,224,121,155,6848.0
139492016.0,40,255324.0,78,284,76,51781.0,51.4975,3333218.0,70,-0.1372222222,,68,185,209,30423.0
131312953.0,25,306510.0,159,3,225,2195081.0,12.013125,3830308.0,273,-83.7649111111,85675467.0,263,187,102,13144.0
146584771.0,29,26599.0,66,155,183,,49.9894444444,755889.0,310,20.0661111111,101756065.0,304,278,23,
155855229.0,26,5550203.0,100,101,95,1059668.0,65.0,3144096.0,176,11.0,85633341.0,170,106,148,7016.0
316431278.0,10,0.0,159,0,181,9823701.0,10.2938888889,4020095.0,71,-109.2172222222,85632689.0,69,11,64,10320.0
125046031.0,10,549288.0,228,267,47,7397.0,46.6666666667,2976082.0,262,4.7,85683543.0,250,149,297,30152.0
172016188.0,10,,159,0,181,,45.88009248,,172,6.71037041,102067845.0,310,167,316,
154758959.0,12,11069533.0,80,197,167,62611.0,48.5377777778,2953481.0,37,9.0411111111,85682567.0,37,243,232,12870.0
170297260.0,10,769029.0,33,236,39,7420.0,45.7538055556,2997870.0,140,4.2245972222,,135,105,184,30228.0
8.214542456398683e+19,40,3113000.0,129,0,8,58437.0,52.35,2634895.0,305,-3.6333333333,,299,33,240,6886.0
155864429.0,36,3332035.0,156,238,139,5326784.0,40.4169444444,6359304.0,147,-3.7033333333,101748283.0,143,150,144,
128956370.0,14,3729641.0,111,257,109,41977.0,43.35,3165361.0,290,11.0166666667,,283,266,175,13073.0
124347063.0,31,642551.0,218,108,3,2077868.0,47.58,665849.0,278,25.76,,269,167,63,11778.0
316431278.0,10,0.0,159,0,181,9823701.0,10.2938888889,4020095.0,71,-109.2172222222,85632689.0,69,11,64,10320.0
169605151.0,36,7000621.0,148,89,145,349055.0,40.42526,3117732.0,73,-3.69063,85682783.0,72,75,238,10543.0
134440270.0,10,442468.0,220,140,19,7425.0,45.5833333333,2975517.0,261,6.3333333333,85683265.0,249,208,271,30230.0
3.446159820942314e+21,14,,34,117,201,42212.0,43.30025,3174379.0,210,13.4533027778,85685383.0,205,12,136,33160.0
189116956.0,12,84358845.0,133,211,89,51477.0,51.0,2921044.0,98,10.0,85633111.0,98,22,101,7207.0
127389766.0,14,,37,124,211,42172.0,43.3333333333,3166546.0,224,11.3333333333,85685431.0,217,237,128,33197.0
142519565.0,32,12455682.0,232,242,93,102269.0,55.7558333333,524894.0,156,37.6177777778,85688085.0,152,117,130,97179.0
143071586.0,14,,159,6,181,39157.0,36.925,,220,14.7305555556,,129,179,84,
128479115.0,12,73609.0,116,272,119,62470.0,52.4141388889,2945354.0,48,12.5540833333,101748813.0,49,85,32,98457.0
172535936.0,14,5997.0,5,41,181,42191.0,42.8831305556,6540483.0,4,11.6706472222,101800131.0,4,19,222,
240575982.0,33,31154.0,159,0,181,388195.0,49.2230555556,8986284.0,50,18.5586111111,,50,167,206,105732.0
123100743.0,0,85101.0,216,178,66,9407.0,42.5583333333,3041565.0,19,1.5552777778,85632343.0,18,29,231,8226.0
125492314.0,10,174942.0,46,87,40,7454.0,44.5588888889,2997524.0,143,1.5763888889,85683389.0,138,57,270,30200.0
8.114481440771423e+19,19,,159,0,7,,51.06,,75,3.72,,75,167,197,
148935135.0,41,779233.0,140,270,181,396467.0,37.93,5392126.0,256,-121.27,102085393.0,244,132,255,1922.0
124562170.0,8,1223894.0,191,135,181,1319978.0,55.3333333333,6418542.0,242,9.6666666667,85682575.0,232,213,147,96857.0
147680367.0,41,39538223.0,172,203,181,165475.0,37.0,5332921.0,51,-120.0,85688637.0,51,118,62,14.0
189116956.0,12,84358845.0,133,211,89,51477.0,51.0,2921044.0,98,10.0,85633111.0,98,22,101,7207.0
140311233.0,10,841482.0,154,72,181,7407.0,46.0,3013736.0,109,6.3333333333,85683227.0,110,204,298,30226.0
132519121.0,14,,173,120,208,42637.0,43.9333333333,3170620.0,218,10.9166666667,85685403.0,212,177,141,33195.0
247232196.0,36,68427.0,139,32,162,339617.0,41.28,6356088.0,63,1.9766666667,101748349.0,61,238,90,
127299962.0,6,7743955.0,107,162,133,1387968.0,4.60971,3688689.0,43,-74.08175,85670165.0,44,49,49,59580.0
134926349.0,10,,159,0,181,,45.06364582,,172,6.06940879,,310,167,316,
248139919.0,41,148620.0,38,144,181,174916.0,43.046899,5140405.0,281,-76.144423,85977785.0,272,246,172,
152816100.0,10,,159,0,181,,44.35055557,,172,2.57500001,,310,167,316,
153646202.0,14,,120,2,206,41778.0,42.4638888889,3171163.0,216,14.2141666667,85685513.0,210,176,118,33103.0
154323889.0,38,8902308.0,20,184,105,51701.0,46.798562,2658434.0,280,8.231973,85633051.0,271,167,166,7236.0
125550855.0,36,6362.0,194,28,159,339505.0,43.31446175,6359919.0,54,-5.0665830027,101772019.0,54,61,37,
137230658.0,37,343746.0,125,96,173,54403.0,56.75,2708794.0,105,13.0,85688391.0,106,127,38,11999.0
151283358.0,41,282424.0,157,40,226,396496.0,35.38,5392329.0,257,-120.45,102085385.0,245,245,256,1251.0
235263855.0,36,,159,0,181,,43.1594,,83,-2.62111,,310,271,196,
316431278.0,10,0.0,159,0,181,9823701.0,10.2938888889,4020095.0,71,-109.2172222222,85632689.0,69,11,64,10320.0
129127119.0,12,,159,138,181,2811874.0,48.17,3214106.0,241,9.5,,284,167,44,
154702212.0,2,2656156.0,30,283,110,2316598.0,-26.0,2058645.0,309,121.0,85681439.0,303,277,181,6827.0
158415129.0,34,19671.0,205,15,113,1675824.0,45.885789,3204853.0,158,13.912817,85677465.0,154,167,269,105790.0
125569162.0,36,2783.0,159,22,144,341104.0,43.3775,6360739.0,294,-4.4836111111,101904415.0,310,259,3,
234598004.0,23,2035.0,159,265,222,3690682.0,17.6325,3513314.0,252,-63.2375,,241,279,68,96796.0
132460416.0,23,582728.0,211,129,170,47826.0,53.2580555556,2755249.0,103,6.7377777778,85687059.0,104,167,205,8528.0
167749132.0,14,406.0,159,42,181,46711.0,46.0666666667,6542825.0,20,8.1166666667,1125794177.0,19,31,223,
234191213.0,10,258555.0,222,77,38,7460.0,46.675278,3012051.0,122,5.554444,85683173.0,123,280,289,30171.0
170334907.0,10,748885.0,159,0,181,1676230.0,45.18027778,3014727.0,27,5.72111111,,26,167,188,
132508744.0,14,4341375.0,26,133,217,44874.0,45.25,3170831.0,186,7.9166666667,,181,64,159,10872.0
234353633.0,14,218.0,159,46,181,42037.0,42.5230555556,6538860.0,188,13.5533333333,101851123.0,183,78,214,
140702847.0,23,24792.0,206,196,84,158708.0,52.2125,2759543.0,36,5.2861,101837651.0,36,101,314,17400.0
316431278.0,10,0.0,159,0,181,9823701.0,10.2938888889,4020095.0,71,-109.2172222222,85632689.0,69,11,64,10320.0
152376980.0,7,3871833.0,123,153,87,214885.0,45.25,3202326.0,76,15.466667,85633229.0,76,87,65,8196.0
149921888.0,14,4983478.0,204,7,101,39152.0,37.5999583333,2523119.0,267,14.0153777778,,257,7,169,96908.0
129228832.0,3,1138489.0,49,152,233,58004.0,50.9166666667,3333250.0,92,4.5833333333,85681731.0,91,8,234,11320.0
142061839.0,10,,159,0,181,,43.68359651,,172,1.7723684,,310,139,316,
135958350.0,18,5827463.0,75,51,179,50046.0,56.0,2623032.0,78,10.0,85633121.0,78,81,245,8051.0
150675140.0,3,188737.0,59,202,175,58274.0,50.8466666667,2800866.0,49,4.3516666667,101913231.0,67,56,92,11318.0
151401243.0,10,1216.0,159,0,181,,42.8161,,172,0.4161,,310,167,316,
123162663.0,12,4084844.0,168,261,99,62341.0,49.913056,2847618.0,245,7.449721999999999,85682491.0,234,151,163,12877.0
138983708.0,10,1461441.0,193,103,189,7394.0,50.95,2988430.0,184,1.85,85683255.0,178,32,193,99558.0
133320235.0,10,,159,0,181,11205889.0,48.85,,264,2.35,,253,167,143,
150696197.0,10,291313.0,22,274,168,71033.0,48.5733333333,2973783.0,276,7.7522222222,101751113.0,267,242,191,
123335724.0,34,6422.0,65,79,181,1675859.0,46.2,3344896.0,159,14.5416666667,,155,134,307,44712.0
132519121.0,14,,173,120,208,42637.0,43.9333333333,3170620.0,218,10.9166666667,85685403.0,212,177,141,33195.0
239642545.0,38,1184.0,159,14,62,1685444.0,46.19022,7285043.0,10,6.04226,1125948767.0,10,181,157,
316431278.0,10,0.0,159,0,181,9823701.0,10.2938888889,4020095.0,71,-109.2172222222,85632689.0,69,11,64,10320.0
146570365.0,41,1165927.0,165,48,181,396462.0,37.93,5339268.0,74,-121.95,102086225.0,73,267,248,1527.0
6.444148574320824e+21,22,126765.0,159,0,181,,23.716667,6547298.0,172,-15.95,,176,69,170,
172439089.0,10,,159,0,181,,45.37333334,,172,1.87583334,,310,167,316,
261909586.0,2,453558.0,234,12,75,2354197.0,-35.45,2177478.0,32,148.9805555556,85681493.0,32,38,313,12986.0
127379211.0,14,31842.0,17,44,64,42724.0,43.9333333333,6542137.0,52,10.3,101827369.0,52,59,207,
125479061.0,41,1936259.0,106,268,227,396501.0,37.36,5393021.0,259,-121.97,102081673.0,247,229,258,1250.0
142522184.0,41,1608139.0,126,249,181,111257.0,33.4483333333,5308655.0,185,-112.0738888889,85917479.0,180,188,204,120338.0
132508744.0,14,4341375.0,26,133,217,44874.0,45.25,3170831.0,186,7.9166666667,,181,64,159,10872.0
135561010.0,10,495508.0,6,92,41,7404.0,49.05,2996268.0,148,-1.25,85683489.0,144,44,285,30148.0
130170035.0,36,469177.0,90,95,140,340611.0,37.9861111111,6362997.0,161,-1.1302777778,404339385.0,157,161,220,
146565993.0,14,1308451.0,60,132,216,53937.0,42.2166666667,3183560.0,6,13.8333333333,,6,40,246,10867.0
144231507.0,5,14223942.0,39,245,96,68841.0,50.0,6093943.0,178,-85.0,85682057.0,172,27,151,6883.0
144231507.0,5,14223942.0,39,245,96,68841.0,50.0,6093943.0,178,-85.0,85682057.0,172,27,151,6883.0
140824408.0,12,272425.0,159,82,244,2808774.0,47.82,3220791.0,129,9.8,1125375283.0,230,136,56,98354.0
126805835.0,36,669.0,159,9,164,344946.0,42.4458333333,6358919.0,247,1.1352777778,101903855.0,236,214,226,
145420598.0,14,594657.0,163,114,198,45614.0,45.8166666667,3178227.0,200,9.0833333333,85685235.0,195,74,114,33147.0
134852476.0,14,1072276.0,25,134,108,45757.0,46.3833333333,3165244.0,287,11.4166666667,,280,120,55,10874.0
144875967.0,14,387971.0,231,207,60,43172.0,44.4938888889,6541998.0,44,11.3427777778,101752665.0,45,50,190,
250779617.0,14,154233.0,183,127,193,46089.0,45.9333333333,3164567.0,228,8.5333333333,85685695.0,220,268,119,100763.0
237013719.0,10,,159,0,181,,49.3875,,172,-1.7266666667,,310,167,91,
143615766.0,23,124093.0,51,166,176,444400.0,52.16,2751772.0,131,4.49,101751833.0,126,3,201,17477.0
136077614.0,14,1102670.0,97,113,197,44996.0,45.695,3182163.0,198,9.67,85685249.0,193,45,115,33145.0
155934080.0,41,439035.0,162,164,181,396485.0,36.24,5374376.0,154,-121.31,102080859.0,150,48,254,1921.0
131284385.0,10,699459.0,58,149,50,7402.0,46.670556,2970140.0,300,-1.426667,85683409.0,294,195,278,30209.0
154774965.0,36,669943.0,96,53,190,348994.0,38.667,2521419.0,196,-6.167,85682643.0,191,135,13,49273.0
137228189.0,10,299573.0,151,209,26,7456.0,47.0811111111,3025480.0,68,2.4444444444,85683549.0,66,52,251,30157.0
133320235.0,10,,159,0,181,11205889.0,48.85,,264,2.35,,253,167,143,
167448500.0,41,797936.0,224,0,181,2298154.0,42.334949,4952349.0,279,-71.073494,102084423.0,270,244,244,2947.0
128920262.0,17,48468138.0,1,109,181,192798.0,0.1,192950.0,124,38.0,85632329.0,125,130,42,7042.0
245615266.0,39,2908173.0,159,0,126,3766481.0,23.6666666667,292969.0,86,54.0,85667981.0,85,167,80,12981.0
149551740.0,14,531178.0,24,167,229,47046.0,46.50000001,3181912.0,274,11.33333334,85685271.0,264,111,33,33198.0
157098389.0,39,3355900.0,164,214,88,3766483.0,25.2644444444,292224.0,88,55.3116666667,85667983.0,87,257,19,10413.0
144231507.0,5,14223942.0,39,245,96,68841.0,50.0,6093943.0,178,-85.0,85682057.0,172,27,151,6883.0
149744041.0,12,124623.0,159,85,245,62618.0,50.67,3302169.0,130,10.42,1125326039.0,251,167,75,98656.0
133623905.0,10,519458.0,76,231,27,7434.0,44.75,3020781.0,81,5.1666666667,85683523.0,81,158,266,30225.0
234764773.0,10,47947.0,159,171,56,9521.0,48.8591666667,2988760.0,183,2.3127777778,1343342299.0,0,184,52,
146903411.0,12,394782.0,159,230,243,62420.0,51.58,2820086.0,127,7.67,1125411555.0,287,167,40,98575.0
143849075.0,41,689545.0,159,49,181,162069.0,38.9169444444,4138106.0,80,-77.0086111111,85688741.0,80,82,316,5.0
144231507.0,5,14223942.0,39,245,96,68841.0,50.0,6093943.0,178,-85.0,85682057.0,172,27,151,6883.0
140698851.0,15,18181.0,41,63,181,4674527.0,35.3600833333,1853480.0,182,138.9872777778,,177,173,96,34809.0
137913992.0,10,230956.0,95,227,35,7467.0,43.2333333333,3013726.0,113,0.0680555556,85683203.0,114,234,276,30199.0
261909586.0,2,453558.0,234,12,75,2354197.0,-35.45,2177478.0,32,148.9805555556,85681493.0,32,38,313,12986.0
132522106.0,39,73000.0,159,0,74,3766487.0,25.55,290595.0,89,55.55,85667955.0,285,167,82,10418.0
189116956.0,12,84358845.0,133,211,89,51477.0,51.0,2921044.0,98,10.0,85633111.0,98,22,101,7207.0
247821920.0,10,78742.0,159,0,181,1693119.0,45.54149,3012661.0,172,3.24817,,310,167,189,
158263965.0,41,3285874.0,56,173,115,4422604.0,18.25,4566966.0,232,-66.5,85633729.0,224,121,155,6848.0
152361066.0,14,58850717.0,187,76,128,365331.0,42.5,3175395.0,120,12.5,85633253.0,121,73,110,6973.0
137191199.0,26,709037.0,236,248,182,2775550.0,59.9133333333,3143244.0,181,10.7388888889,85687089.0,175,172,152,
2.3144814298750923e+19,10,451317.0,115,259,46,4850451.0,45.995504,2987410.0,246,4.7195702,85683569.0,235,115,252,30229.0
125708410.0,5,40232.0,152,285,111,391455.0,60.7208333333,6185811.0,312,-135.0533333333,85682095.0,306,236,182,13337.0
133235826.0,10,661404.0,16,168,25,7431.0,45.95,3026644.0,67,-0.9666666667,85683275.0,65,14,211,30214.0
236381063.0,38,8912.0,159,75,174,1683083.0,47.0027777778,7286138.0,118,8.6116666667,101854011.0,119,55,215,
158263965.0,41,3285874.0,56,173,115,4422604.0,18.25,4566966.0,232,-66.5,85633729.0,224,121,155,6848.0
4.891454246100868e+20,36,178885.0,159,0,150,2350331.0,41.7788888889,,38,1.8611111111,,38,183,94,
245909322.0,14,,219,116,200,907991.0,43.1604194444,6955471.0,206,13.7181,85685727.0,201,193,160,33159.0
247680186.0,32,1098257.0,124,262,100,71950.0,54.4,500059.0,251,40.6,85687963.0,240,221,85,11851.0
142524838.0,14,541098.0,149,125,231,45756.0,46.0664228,3165241.0,226,11.1257601,85685277.0,279,254,142,33199.0
128594881.0,38,499480.0,73,218,241,1702419.0,46.218,2660645.0,60,6.166,85682291.0,59,62,66,12685.0
138365642.0,36,218050.0,229,31,132,344228.0,37.6019444444,6359521.0,62,-0.9841666667,101748203.0,60,182,219,
139586873.0,12,419456.0,159,258,123,62412.0,48.9166666667,3220783.0,244,9.5333333333,1125375195.0,233,167,58,98355.0
133320235.0,10,,159,0,181,11205889.0,48.85,,264,2.35,,253,167,143,
160050945.0,21,134714.0,153,279,58,407489.0,49.6105555556,2960316.0,146,6.1327777778,101751765.0,141,67,213,127415.0
135580970.0,10,371691.0,28,73,33,7418.0,45.8333333333,3013719.0,111,1.2666666667,85683531.0,112,207,299,30190.0
316431278.0,10,0.0,159,0,181,9823701.0,10.2938888889,4020095.0,71,-109.2172222222,85632689.0,69,11,64,10320.0
152428924.0,14,,233,123,210,275098.0,40.726667,3167094.0,223,8.559167,85685633.0,216,230,139,33179.0
130173784.0,6,2180976.0,158,26,134,1316581.0,8.8833333333,3688650.0,45,-74.3166666667,85670209.0,46,167,59,12748.0
147693495.0,2,1767247.0,44,264,104,2316596.0,-30.0,2061327.0,272,135.0,85681519.0,262,224,165,6899.0
6.914464842445348e+19,10,662285.0,0,255,45,7406.0,45.7,2984986.0,233,3.2166666667,85683471.0,225,91,282,99547.0
137152383.0,29,4617000.0,50,142,188,224462.0,50.3333333333,3337497.0,268,19.0,85687277.0,258,129,173,7801.0
139904780.0,3,870880.0,9,84,177,53142.0,50.9833333333,2792347.0,135,5.3833333333,85681705.0,130,53,235,
144739790.0,10,828838.0,94,102,44,7427.0,49.3833333333,2989663.0,177,2.4166666667,85683289.0,171,198,293,30211.0
261909586.0,2,453558.0,234,12,75,2354197.0,-35.45,2177478.0,32,148.9805555556,85681493.0,32,38,313,12986.0
134883260.0,30,124857.0,167,0,181,5011694.0,39.7438888889,2267094.0,132,-8.8069444444,85687381.0,127,167,86,13202.0
134349049.0,12,,159,174,167,22041.0,49.0,3214105.0,240,9.67,,268,212,45,
129821845.0,36,1518486.0,68,205,158,349047.0,38.0,2513413.0,243,-1.8333333333,85682791.0,231,1,239,10548.0
124906451.0,16,19002586.0,146,223,129,214665.0,48.0,1522867.0,123,68.0,85632307.0,124,167,120,7342.0
138983708.0,10,1461441.0,193,103,189,7394.0,50.95,2988430.0,184,1.85,85683255.0,178,32,193,99558.0
143057405.0,41,330758.0,210,27,181,1411337.0,40.09,5574999.0,47,-105.36,102085251.0,48,51,303,1733.0
158991425.0,10,196.0,11,176,5,2186658.0,-43.0,1546748.0,93,67.0,85632549.0,93,131,97,9319.0
123513507.0,29,165960.0,159,106,184,2415787.0,49.8166666667,7531032.0,191,19.0333333333,102079427.0,43,47,225,18136.0
126729863.0,14,,174,112,196,42141.0,42.8547222222,3182748.0,195,13.5752777778,85685387.0,190,13,135,33158.0
136077614.0,14,1102670.0,97,113,197,44996.0,45.695,3182163.0,198,9.67,85685249.0,193,45,115,33145.0
168643745.0,10,144226.0,52,30,24,7381.0,45.0333333333,3028791.0,56,3.1,85683517.0,56,90,287,30144.0
261909586.0,2,453558.0,234,12,75,2354197.0,-35.45,2177478.0,32,148.9805555556,85681493.0,32,38,313,12986.0
146210387.0,40,1852168.0,45,0,71,156393.0,54.6075,2641364.0,174,-6.6925,,168,168,149,8475.0
145816661.0,36,726033.0,226,66,138,349015.0,43.1666666667,3120935.0,101,-2.1666666667,85682741.0,101,99,121,30040.0
158415129.0,34,19671.0,205,15,113,1675824.0,45.885789,3204853.0,158,13.912817,85677465.0,154,167,269,105790.0
143787274.0,36,661537.0,130,97,141,349027.0,42.8166666667,3115609.0,166,-1.65,85682795.0,161,9,221,10544.0
153171915.0,10,693027.0,71,232,9,7450.0,43.25,2984887.0,234,-0.8333333333,85683539.0,226,167,281,30142.0
155860715.0,41,7705281.0,57,179,181,165479.0,47.5,5815135.0,307,-120.5,85688623.0,301,160,180,46.0
155932452.0,10,1434367.0,101,225,30,7413.0,43.4166666667,3013767.0,107,1.5,85683397.0,108,202,291,30198.0
153737106.0,24,179100.0,134,0,181,2133870.0,-35.58,2185978.0,175,173.97,85687149.0,169,186,74,7911.0
158296428.0,40,72992.0,189,206,6,77904.0,52.2527777778,2653814.0,65,-4.0002777778,85684307.0,63,63,25,30488.0
136050044.0,10,2573303.0,127,0,12,8640.0,47.5,3027939.0,64,1.75,,62,96,46,10573.0
124562170.0,8,1223894.0,191,135,181,1319978.0,55.3333333333,6418542.0,242,9.6666666667,85682575.0,232,213,147,96857.0
129077658.0,12,219929.0,159,81,120,62779.0,51.8666666667,2939944.0,125,7.3833333333,1125421795.0,70,70,39,98546.0
127030001.0,41,1619.0,159,50,181,2605269.0,63.7888888889,5860541.0,77,-150.1916666667,,77,159,264,2774.0
158263965.0,41,3285874.0,56,173,115,4422604.0,18.25,4566966.0,232,-66.5,85633729.0,224,121,155,6848.0
