BoigSardanistaSardanaId,ComposerName,EditionCount,MusicsperlacoblaSardanaId
21875.0,44,,830
8606.0,337,33.0,29
7158.0,367,39.0,758
6147.0,248,24.0,405
19302.0,41,39.0,151
15889.0,189,38.0,727
9620.0,281,28.0,130
6990.0,58,33.0,646
29393.0,216,37.0,181
12860.0,80,36.0,481
20111.0,91,28.0,830
27693.0,393,33.0,830
18482.0,103,33.0,350
12473.0,31,37.0,830
5258.0,365,37.0,370
14729.0,50,35.0,830
22068.0,251,30.0,452
32589.0,61,41.0,267
14997.0,395,31.0,634
30616.0,393,35.0,830
147.0,407,33.0,830
12562.0,345,37.0,451
11408.0,393,33.0,830
12098.0,103,35.0,353
27266.0,393,33.0,830
24945.0,171,35.0,830
28713.0,52,35.0,661
8183.0,142,37.0,720
127.0,2,34.0,815
8238.0,9,,774
12367.0,248,30.0,408
148.0,407,23.0,830
231.0,281,26.0,126
625.0,398,25.0,120
11328.0,393,39.0,310
11325.0,393,31.0,830
19263.0,386,,785
27150.0,393,33.0,830
17659.0,122,,830
5208.0,337,25.0,25
21348.0,361,,830
11282.0,393,35.0,323
9181.0,132,35.0,81
27921.0,393,31.0,324
23668.0,377,24.0,830
22664.0,393,33.0,830
322.0,105,33.0,817
8804.0,204,31.0,37
11452.0,393,33.0,830
22566.0,393,43.0,830
13020.0,173,29.0,830
11222.0,393,45.0,278
7474.0,387,34.0,234
8452.0,278,28.0,830
6562.0,264,,830
7051.0,188,33.0,830
28932.0,387,,830
11285.0,393,33.0,830
11324.0,393,35.0,320
20245.0,356,35.0,830
21245.0,403,,830
21125.0,372,,830
22652.0,393,29.0,830
11195.0,393,38.0,830
11134.0,393,35.0,291
1996.0,407,31.0,830
27948.0,393,33.0,830
19018.0,215,25.0,830
8329.0,190,31.0,787
131.0,293,33.0,622
4071.0,240,27.0,612
10176.0,217,33.0,830
4621.0,161,25.0,221
23476.0,330,45.0,830
32785.0,351,34.0,70
27234.0,349,34.0,830
3755.0,187,24.0,683
20059.0,314,,830
3958.0,226,27.0,340
771.0,367,25.0,754
15844.0,189,33.0,728
27957.0,393,37.0,830
11424.0,393,33.0,830
1967.0,231,43.0,72
6351.0,34,33.0,543
4481.0,297,35.0,526
4205.0,261,33.0,564
31401.0,354,27.0,823
15625.0,144,27.0,830
26999.0,166,45.0,50
22597.0,393,27.0,830
30374.0,241,49.0,676
10758.0,308,30.0,830
19920.0,55,33.0,700
12461.0,116,32.0,392
18647.0,206,46.0,830
28137.0,267,31.0,702
16575.0,114,37.0,697
17943.0,211,29.0,830
27934.0,393,33.0,830
18305.0,358,31.0,539
4647.0,307,,441
8185.0,142,41.0,721
28848.0,393,33.0,830
6326.0,236,,830
2214.0,278,35.0,11
14166.0,163,35.0,254
10186.0,217,27.0,194
6356.0,34,31.0,830
19774.0,207,28.0,138
21285.0,108,24.0,594
3409.0,132,25.0,80
24774.0,296,23.0,490
19259.0,324,,830
34304.0,197,33.0,516
18038.0,257,25.0,499
9946.0,54,27.0,154
14667.0,37,,603
18412.0,315,35.0,471
9368.0,2,32.0,102
2119.0,296,33.0,796
34212.0,52,30.0,830
24122.0,393,31.0,303
11942.0,103,33.0,348
18281.0,88,,116
28942.0,103,,830
12446.0,116,25.0,398
5533.0,148,35.0,830
26056.0,391,29.0,830
16503.0,333,29.0,690
31947.0,299,41.0,830
22651.0,393,33.0,830
8791.0,204,25.0,36
12325.0,335,29.0,830
11186.0,393,29.0,830
3696.0,184,25.0,483
23118.0,0,27.0,748
9257.0,2,31.0,107
24886.0,349,35.0,830
21588.0,294,18.0,115
3265.0,225,29.0,338
11975.0,103,33.0,349
22844.0,45,,830
17590.0,154,25.0,135
26672.0,48,,830
18529.0,245,35.0,773
26356.0,302,37.0,830
28793.0,197,25.0,514
1970.0,116,44.0,793
14145.0,163,33.0,256
20210.0,82,,830
1125.0,293,39.0,830
5920.0,389,37.0,182
22603.0,393,35.0,830
427.0,186,29.0,551
19656.0,414,43.0,830
20184.0,255,31.0,469
2781.0,76,39.0,651
21064.0,288,33.0,391
10355.0,58,37.0,830
29667.0,28,30.0,830
28015.0,393,33.0,830
14853.0,263,,830
20557.0,113,,21
12385.0,248,,406
22686.0,393,31.0,830
5005.0,344,29.0,428
4216.0,261,35.0,830
11341.0,393,29.0,830
4486.0,297,37.0,527
4544.0,298,,830
11331.0,393,33.0,284
28068.0,393,29.0,830
13212.0,330,29.0,521
19914.0,55,37.0,699
9331.0,2,31.0,97
18022.0,257,25.0,498
3507.0,145,40.0,760
17200.0,393,31.0,830
22561.0,393,27.0,830
1950.0,18,31.0,830
11250.0,393,37.0,321
4660.0,22,43.0,3
11168.0,393,35.0,830
31097.0,166,39.0,55
4206.0,261,31.0,565
11193.0,393,29.0,830
18024.0,257,37.0,495
24633.0,62,27.0,830
2363.0,2,0.0,830
203.0,105,35.0,422
5953.0,192,43.0,218
12132.0,103,35.0,356
19623.0,388,41.0,600
31733.0,10,28.0,830
22801.0,244,,747
9281.0,2,29.0,94
8720.0,150,33.0,32
23954.0,393,33.0,830
12597.0,345,39.0,450
27264.0,393,31.0,830
21815.0,135,,830
32905.0,351,49.0,68
28637.0,393,33.0,309
4203.0,254,,830
21235.0,400,27.0,577
10322.0,134,,209
2210.0,278,23.0,10
130.0,58,43.0,648
8471.0,278,20.0,12
12369.0,248,23.0,407
22678.0,393,31.0,830
3601.0,170,,479
30377.0,299,,715
1265.0,263,29.0,616
28041.0,393,33.0,830
25809.0,216,29.0,830
15714.0,175,31.0,598
300.0,80,37.0,482
9283.0,2,28.0,111
6713.0,393,33.0,292
670.0,170,41.0,795
28280.0,335,33.0,387
11487.0,72,48.0,830
1908.0,278,26.0,8
5585.0,351,38.0,69
12121.0,103,33.0,830
19852.0,256,33.0,830
14994.0,395,33.0,635
24129.0,393,31.0,830
2987.0,116,33.0,396
17978.0,211,27.0,830
6592.0,396,41.0,657
14539.0,42,,830
28254.0,146,27.0,830
4887.0,333,25.0,691
11281.0,393,38.0,830
2576.0,36,32.0,533
22579.0,393,37.0,296
1685.0,105,33.0,426
16425.0,362,31.0,685
993.0,217,39.0,191
12240.0,29,43.0,365
8400.0,397,,830
14651.0,298,33.0,830
1676.0,330,49.0,524
5007.0,344,29.0,431
19388.0,383,31.0,567
26703.0,188,35.0,830
17509.0,393,31.0,830
5000.0,344,31.0,432
